id,d0,d1,distance_calculations,point_type,cluster_id
96,170.357,371.301,446,1,8
97,320.928,424.827,562,1,3
98,516.402,86.344,551,1,7
99,359.776,423.584,526,0,3
100,638.394,86.56,798,1,1
101,150.483,75.369,335,1,4
102,600.056,427.462,350,1,1
103,547.3,454.506,332,1,1
104,135.7,272.295,583,1,3
105,369.292,363.919,569,0,5
106,127.582,87.002,266,1,4
107,558.186,327.88,750,1,1
108,297.021,261.792,501,1,3
109,160.971,335.471,517,1,8
110,228.677,408.656,687,1,3
111,303.34,79.885,533,1,4
112,199.937,144.56,293,1,6
113,126.147,426.478,412,1,3
114,536.092,243.267,418,1,2
115,211.456,169.444,296,1,6
116,628.419,173.817,811,1,1
117,555.274,280.163,355,1,1
118,284.823,433.442,585,1,3
119,205.844,156.135,293,1,6
120,252.94,342.634,341,-1,-1
121,289.777,85.092,609,1,4
122,161.942,107.855,287,1,4
123,678.87,439.985,43,0,1
124,668.521,441.215,77,1,1
125,496.813,353.348,324,0,1
126,473.495,40.795,611,0,7
127,136.165,234.909,276,-1,-1
128,331.537,277.279,378,1,3
129,227.754,161.722,369,1,6
130,29.654,94.833,121,1,4
131,59.145,134.665,199,0,6
132,567.411,281.058,540,1,1
133,345.661,333.121,632,1,5
134,410.204,399.163,538,1,3
135,427.973,313.829,567,1,3
136,544.441,446.594,354,1,1
137,199.862,417.181,662,1,3
138,314.309,322.429,580,1,5
139,50.759,82.452,122,1,4
140,584.99,401.861,334,1,1
141,435.266,158.349,707,1,7
142,43.442,345.701,515,0,3
143,105.735,266.323,366,1,3
144,167.479,175.306,287,1,6
145,154.638,357.753,513,1,8
146,390.037,278.677,622,1,3
147,590.21,288.769,806,1,1
148,639.905,111.399,811,1,1
149,606.063,138.8,419,0,1
150,561.278,295.948,554,1,1
151,318.694,369.309,621,1,5
152,242.165,274.344,510,1,3
153,644.638,102.21,779,1,1
154,102.455,162.998,335,1,6
155,419.839,290.973,577,1,3
156,539.109,215.755,458,1,2
157,188.622,417.373,612,1,3
158,375.708,399.624,533,1,3
159,361.789,349.989,562,1,5
160,605.158,394.075,361,1,1
161,30.992,171.521,330,1,6
162,221.783,106.579,291,1,4
163,205.269,138.574,296,1,6
164,185.668,335.604,499,1,8
165,424.294,97.509,522,0,7
166,523.036,399.07,808,1,1
167,631.953,90.276,747,1,1
168,177.535,415.957,534,1,3
169,334.993,339.566,671,1,5
170,513.42,414.022,806,1,1
171,201.416,163.788,286,1,6
172,75.615,461.579,679,-1,-1
173,645.272,89.615,786,1,1
174,503.429,236.263,537,1,2
175,312.492,210.247,499,-1,-1
176,606.664,427.974,347,1,1
177,481.534,161.422,571,1,7
178,517.442,406.077,807,1,1
179,237.694,108.414,277,1,4
180,447.133,312.509,533,1,3
181,522.184,366.366,561,1,1
182,428.716,279.232,582,0,3
183,657.954,380.846,270,-1,-1
184,125.621,323.664,513,0,8
185,203.887,440.687,628,0,3
186,138.916,419.43,387,1,3
187,530.117,253.398,417,1,2
188,162.988,421.22,520,1,3
189,423.479,292.576,570,1,3
190,525.345,249.365,464,1,2
191,445.312,133.773,690,1,7
192,52.852,51.333,50,-1,-1
193,652.184,369.589,311,0,9
194,522.462,396.861,804,1,1
195,560.739,344.04,812,0,1
196,68.316,152.404,301,1,6
197,113.525,399.235,426,1,3
198,361.204,261.708,558,1,3
199,35.912,370.35,509,1,3
200,631.923,124.434,794,1,1
201,426.098,131.963,645,1,7
202,29.856,350.191,520,1,3
203,444.186,74.773,677,1,7
204,517.953,434.911,679,1,1
205,330.318,93.492,532,1,4
206,89.979,99.89,171,1,4
207,368.224,83.125,510,-1,-1
208,368.832,354.848,576,0,5
209,260.46,243.822,520,0,3
210,257.16,281.057,501,0,3
211,435.975,303.594,557,1,3
212,403.572,402.153,524,1,3
213,403.135,307.952,576,0,3
214,324.64,316.004,612,0,5
215,526.519,373.04,708,1,1
216,613.238,177.157,706,1,1
217,349.595,361.018,566,1,5
218,368.648,321.579,613,0,5
219,466.888,218.478,565,0,2
220,209.759,90.274,283,1,4
221,194.894,145.771,299,1,6
222,544.417,304.86,367,1,1
223,606.673,393.79,364,1,1
224,336.544,378.734,575,0,5
225,598.466,375.537,333,0,1
226,40.381,148.068,214,1,6
227,217.701,69.131,288,0,4
228,623.314,416.785,325,1,1
229,309.383,352.445,704,1,5
230,79.311,284.883,459,1,3
231,151.525,100.473,340,1,4
232,576.857,319.356,789,0,1
233,220.875,78.13,296,1,4
234,119.989,91.217,256,1,4
235,315.948,355.893,686,1,5
236,346.31,345.015,619,1,5
237,426.153,292.544,574,1,3
238,440.258,101.383,677,1,7
239,247.342,162.661,582,1,6
240,659.093,306.937,346,0,9
241,324.884,170.819,503,1,6
242,66.556,173.719,348,1,6
243,571.239,104.255,415,-1,-1
244,210.753,253.786,525,1,3
245,637.758,346.758,347,1,9
246,603.079,404.594,353,1,1
247,74.905,410.269,420,0,3
248,229.238,179.165,512,0,6
249,512.989,248.855,530,1,2
250,183.525,168.171,292,1,6
251,528.344,223.133,504,1,2
252,571.421,153.628,368,1,2
253,322.878,181.177,515,1,6
254,208.624,105.845,290,1,4
255,257.718,412.965,613,0,3
256,191.508,423.797,678,1,3
257,544.467,205.031,441,1,2
258,183.649,69.686,270,0,4
259,269.046,415.209,612,1,3
260,657.117,452.665,96,0,1
261,341.696,375.323,568,1,5
262,113.269,397.283,426,1,3
263,632.65,178.971,771,1,1
264,253.363,93.762,346,1,4
265,521.94,319.312,309,0,1
266,512.971,346.678,332,1,1
267,242.242,70.84,287,0,4
268,343.147,94.479,502,0,4
269,667.14,364.033,269,0,9
270,156.89,150.131,245,1,6
271,173.426,425.682,639,1,3
272,462.585,46.923,657,1,7
273,205.884,183.193,322,0,6
274,582.677,215.259,369,-1,-1
275,321.801,253.264,418,1,3
276,517.665,70.058,550,1,7
277,257.065,103.918,415,1,4
278,443.222,101.128,695,1,7
279,261.802,258.219,512,1,3
280,377.427,277.387,702,1,3
281,637.023,204.921,664,1,1
282,613.469,239.093,779,1,1
283,288.195,413.504,574,1,3
284,583.867,453.853,349,1,1
285,549.936,207.559,413,1,2
286,163.863,272.688,600,1,3
287,535,155.746,521,0,2
288,330.765,363.646,614,1,5
289,665.755,327.567,346,1,9
290,152.292,347.649,516,1,8
291,337.131,362.059,606,1,5
292,631.011,443.962,206,1,1
293,245.642,426.362,617,0,3
294,95.161,416.28,348,0,3
295,376.446,211.813,393,-1,-1
296,508.174,429.858,775,0,1
297,608.849,248.307,775,1,1
298,480.693,159.155,586,1,7
299,601.304,87.805,318,-1,-1
300,40.584,245.417,288,-1,-1
301,108.983,81.51,177,1,4
302,178.016,402.902,380,0,3
303,518.535,439.874,639,1,1
304,311.152,344.18,676,1,5
305,305.458,38.551,547,-1,-1
306,275.853,415.116,601,1,3
307,271.557,391.985,685,0,3
308,425.754,121.133,608,1,7
309,436.927,140.484,696,1,7
310,271.466,280.044,504,0,3
311,168.974,251.395,586,0,3
312,144.907,113.889,338,0,4
313,449.124,129.989,668,1,7
314,131.937,149.259,286,0,6
315,382.863,386.952,547,1,3
316,476.023,341.609,453,0,3
317,344.265,413.818,555,1,3
318,318.314,91.872,516,1,4
319,639.961,256.539,413,1,1
320,176.65,371.485,423,1,8
321,632.094,426.829,269,1,1
322,523.307,433.529,639,1,1
323,126.763,272.737,541,1,3
324,518.202,424.383,750,1,1
325,563.268,318.038,750,1,1
326,656.11,136.136,631,1,1
327,612.294,173.192,675,1,1
328,355.113,102.17,501,-1,-1
329,228.218,148.267,318,1,6
330,558.506,148.827,459,1,2
331,185.068,270.968,532,1,3
332,375.664,273.918,703,1,3
333,165.121,345.513,511,1,8
334,67.907,90.611,148,1,4
335,288.797,161.383,529,1,6
336,235.466,254.39,523,1,3
337,665.777,441.686,90,1,1
338,433.845,353.804,540,1,3
339,673.595,415.085,118,0,1
340,128.036,360.952,513,0,8
341,560.613,200.313,348,1,2
342,523.04,447.243,521,0,1
343,485.294,161.152,567,1,7
344,444.572,143.87,671,1,7
345,316.298,434.392,552,1,3
346,402.773,284.218,605,1,3
347,539.407,427.306,514,1,1
348,68.055,393.718,512,1,3
349,521.958,89.828,554,1,7
350,131.722,173.659,243,1,6
351,40.112,148.011,213,1,6
352,358.222,339.086,603,1,5
353,509.088,420.189,806,1,1
354,24.009,107.767,148,0,4
355,315.853,272.647,359,1,3
356,642.844,172.614,699,1,1
357,510.98,387.896,620,0,1
358,456.32,85.624,674,1,7
359,454.712,141.062,603,1,7
360,381.389,264.362,704,1,3
361,68.998,44.106,106,-1,-1
362,137.137,281.848,598,1,3
363,367.864,404.34,536,1,3
364,310.86,76.64,522,1,4
365,240.37,87.621,291,1,4
366,198.517,97.118,260,1,4
367,618.663,309.629,405,-1,-1
368,233.965,172.782,515,1,6
369,409.412,296.241,569,1,3
370,268.402,326.884,347,-1,-1
371,57.224,77.799,126,1,4
372,253.724,263.118,510,1,3
373,466.09,154.478,582,1,7
374,138.531,89.481,331,1,4
375,349.175,363.209,563,1,5
376,464.198,48.135,631,1,7
377,655.112,337.112,345,1,9
378,274.65,305.195,421,-1,-1
379,231.348,149.408,353,1,6
380,514.021,350.737,334,1,1
381,653.345,439.668,128,1,1
382,324.542,75.255,522,1,4
383,670.314,321.297,340,0,9
384,525.236,224.79,512,1,2
385,406.261,378.576,539,1,3
386,328.294,399.6,587,0,3
387,65.65,105.292,148,0,4
388,537.831,386.027,777,1,1
389,88.382,391.389,502,1,3
390,67.466,276.844,346,0,3
391,476.229,426.438,553,-1,-1
392,229.302,94.68,284,1,4
393,78.622,92.777,146,1,4
394,290.497,99.793,592,1,4
395,153.878,372.266,489,1,8
396,557.546,183.663,413,1,2
397,30.152,302.263,556,1,3
398,438.149,359.138,522,1,3
399,440.808,333.632,531,1,3
400,534.401,191.018,534,0,2
401,36.111,299.347,530,0,3
402,84.956,163.597,347,1,6
403,639.867,306.737,326,0,9
404,144.095,75.677,333,1,4
405,454.323,71.045,702,1,7
406,259.006,108.686,437,1,4
407,249.354,183.114,609,0,6
408,302.552,283.863,376,0,3
409,541.993,430.812,462,1,1
410,328.027,258.385,350,1,3
411,218.354,98.038,300,1,4
412,659.577,101.894,658,0,1
413,210.802,171.526,307,1,6
414,57.031,170.727,324,1,6
415,258.354,160.106,600,1,6
416,535.715,214.517,486,1,2
417,548.895,353.427,798,1,1
418,600.762,262.49,815,1,1
419,138.191,369.528,508,1,8
420,238.824,217.366,537,-1,-1
421,248.82,144.89,510,1,6
422,117.364,261.469,366,1,3
423,146.827,252.02,439,0,3
424,422.298,146.256,645,1,7
425,153.636,309.867,516,0,8
426,530.758,338.816,432,1,1
427,206.398,74.276,260,0,4
428,32.81,170.112,331,1,6
429,610.783,420.507,345,1,1
430,65.958,286.637,440,1,3
431,310.511,345.281,683,1,5
432,487.3,161.199,568,1,7
433,239.447,407.909,700,0,3
434,291.156,104.052,577,1,4
435,631.589,210.144,721,1,1
436,571.997,185.255,332,0,2
437,100.069,280.795,509,1,3
438,409.073,398.274,525,1,3
439,35.236,176.364,330,1,6
440,568.808,167.183,364,1,2
441,538.964,455.895,341,0,1
442,496.017,410.996,661,0,1
443,280.692,265.17,500,1,3
444,461.054,58.123,658,1,7
445,58.445,146.64,251,1,6
446,128.432,290.269,607,1,3
447,154.331,123.142,283,0,4
448,256.128,251.643,513,1,3
449,343.101,128.084,514,-1,-1
450,39.912,150.513,233,1,6
451,666.825,430.519,110,1,1
452,21.462,77.294,49,0,4
453,63.834,407.371,427,0,3
454,647.169,171.828,662,1,1
455,217.671,124.708,285,0,4
456,601.317,184.681,532,0,1
457,354.292,352.268,583,1,5
458,97.968,29.37,155,-1,-1
459,7.798,335.318,523,0,3
460,337.036,356.35,610,1,5
461,70.635,409.332,427,0,3
462,52.622,289.037,435,0,3
463,606.389,374.336,327,-1,-1
464,681.163,433.358,47,0,1
465,683.671,422.505,65,0,1
466,552.332,170.765,465,1,2
467,604.735,150.861,446,0,1
468,233.996,72.876,291,0,4
469,643.42,175.624,687,1,1
470,137.784,402.6,354,1,3
471,489.923,156.907,574,1,7
472,312.424,430.181,556,1,3
473,272.369,30.91,441,-1,-1
474,41.459,74.059,84,1,4
475,637.52,346.696,351,1,9
476,554.198,309.187,544,1,1
477,383.689,293.132,603,1,3
478,643.383,143.582,763,1,1
479,595.016,436.412,349,1,1
480,173.622,162.211,289,1,6
481,216.907,114.343,291,0,4
482,662.197,357.124,296,1,9
483,619.559,136.572,661,1,1
484,396.145,287.85,615,1,3
485,537.48,372.144,798,1,1
486,193.875,342.382,506,1,8
487,625.699,336.246,325,1,9
488,28.163,104.378,142,1,4
489,354.632,418.37,533,0,3
490,637.876,234.05,548,1,1
491,578.749,155.158,332,0,2
492,262.705,262.756,504,1,3
493,271.327,120.799,574,0,4
494,53.696,140.333,210,1,6
495,675.022,441.904,49,0,1
496,211.126,414.873,677,1,3
497,291.239,267.567,500,1,3
498,418.201,285.682,579,1,3
499,144.727,363.41,503,1,8
500,146.689,68.014,333,0,4
501,56.216,139.918,213,1,6
502,423.318,149.015,652,0,7
503,58.501,152.59,266,1,6
504,458.559,64.913,674,1,7
505,394.864,286.816,614,1,3
506,118.109,213.615,289,-1,-1
507,656.648,123.618,657,1,1
508,304.612,357.527,696,1,5
509,497.729,179.01,548,0,7
510,462.197,148.753,604,1,7
511,176.489,144.635,257,1,6
512,608.172,452.337,291,1,1
513,33.796,254.742,295,-1,-1
514,115.486,177.085,264,1,6
515,611.829,204.873,786,1,1
516,661.827,333.678,353,1,9
517,219.5,413.659,686,1,3
518,445.592,359.608,535,1,3
519,459.976,59.185,666,1,7
520,515.737,354.633,366,1,1
521,69.354,276.035,347,0,3
522,30.55,200.938,290,-1,-1
523,104.567,288.074,588,1,3
524,540.019,134.873,520,1,2
525,261.033,257.946,507,1,3
526,116.118,270.099,444,1,3
527,329.838,407.196,569,1,3
528,388.662,297.954,617,1,3
529,266.255,409.427,604,1,3
530,429.36,108.485,621,1,7
531,316.522,356.91,676,1,5
532,212.57,424.28,696,1,3
533,70.26,90.168,156,1,4
534,593.078,403.317,344,1,1
535,321.474,383.121,585,0,5
536,156.064,334.576,507,1,8
537,175.639,430.992,677,1,3
538,517.896,55.446,550,0,7
539,93.42,153.068,337,1,6
540,173.812,435.535,681,1,3
541,578.695,410.892,335,1,1
542,411.563,347.91,549,-1,-1
543,27.453,303.159,567,1,3
544,97.229,167.076,331,1,6
545,476.852,179.141,570,0,7
546,179.783,315.42,515,0,8
547,16.223,251.971,297,-1,-1
548,554.689,237.096,331,0,2
549,408.577,300.765,577,1,3
550,92.035,106.078,180,0,4
551,465.439,325.736,525,1,3
552,449.596,337.957,531,1,3
553,414.526,384.119,525,1,3
554,658.523,125.339,622,1,1
555,551.946,321.267,608,1,1
556,628.756,281.994,437,1,1
557,160.227,327.049,519,1,8
558,306.48,140.395,519,0,6
559,522.47,411.807,775,1,1
560,215.738,99.917,295,1,4
561,617.012,146.807,648,1,1
562,247.635,109.885,338,0,4
563,570.135,181.316,332,0,2
564,537.073,343.324,570,1,1
565,567.218,146.138,412,1,2
566,544.398,202.037,452,1,2
567,535.007,354.879,652,1,1
568,238.096,82.256,293,1,4
569,328.156,103.931,530,1,4
570,40.938,393.513,508,1,3
571,429.5,157.832,694,0,7
572,665.2,136.75,502,0,1
573,273.787,171.163,529,1,6
574,679.985,341.547,252,0,9
575,441.287,75.081,678,1,7
576,70.072,219.559,254,-1,-1
577,423.536,397.091,504,1,3
578,358.66,276.62,644,1,3
579,493.109,222.595,533,1,2
580,112.874,418.188,329,1,3
581,597.882,443.504,355,1,1
582,288.79,438.928,568,0,3
583,447.426,58.319,687,1,7
584,572.426,462.511,354,1,1
585,137.681,427.607,473,0,3
586,258.925,265.52,505,1,3
587,63.059,288.995,458,1,3
588,255.318,58.331,301,-1,-1
589,281.143,169.615,534,1,6
590,173.899,406.762,396,1,3
591,184.905,264.568,564,1,3
592,437.489,308.861,553,1,3
593,176.629,350.002,508,1,8
594,272.958,358.739,561,-1,-1
595,188.836,417.103,610,1,3
596,635.245,103.795,798,1,1
597,332.428,252.471,350,0,3
598,575.153,166.685,330,1,2
599,28.911,99.315,135,1,4
600,639.626,144.366,776,1,1
601,487.129,71.482,572,1,7
602,303.843,139.387,518,0,6
603,618.075,456.074,222,0,1
604,624.702,413.612,331,1,1
605,154.881,421.634,476,1,3
606,176.866,371.907,426,1,8
607,620.955,248.047,697,1,1
608,72.603,49.364,118,-1,-1
609,188.618,96.299,248,1,4
610,684.414,242.655,352,-1,-1
611,29.804,307.135,592,1,3
612,117.4,225.276,293,-1,-1
613,472.289,170.258,579,1,7
614,382.581,419.315,521,0,3
615,555.84,182.672,419,1,2
616,339.92,320.062,703,1,5
617,548.48,416.314,500,1,1
618,124.597,113.79,333,0,4
619,156.771,296.41,523,0,3
620,154.258,164.54,254,1,6
621,331.934,363.894,612,1,5
622,270.472,438.174,576,1,3
623,565.86,459.454,356,1,1
624,279.12,163.332,524,1,6
625,439.257,74.561,661,1,7
626,625.301,232.053,708,1,1
627,639.199,142.088,774,1,1
628,549.066,385.597,724,1,1
629,365.874,366.732,572,0,5
630,377.141,33.03,512,-1,-1
631,560.665,422.687,354,1,1
632,669.761,339.395,301,1,9
633,431.372,364.03,529,1,3
634,167.942,409.219,395,1,3
635,204.163,424.8,703,1,3
636,508.426,61.924,555,1,7
637,127.968,286.834,596,1,3
638,295.399,281.74,426,0,3
639,250.443,147.494,534,1,6
640,44.14,380.736,513,1,3
641,571.29,279.72,587,1,1
642,337.83,432.332,534,0,3
643,323.888,89.833,520,1,4
644,102.46,419.402,329,0,3
645,301.723,105.178,525,1,4
646,446.471,303.577,551,1,3
647,353.396,329.17,613,1,5
648,262.823,228.67,528,-1,-1
649,444.988,163.518,617,0,7
650,561.731,299.259,586,1,1
651,624.855,360.424,362,0,9
652,51.571,386.961,513,1,3
653,168.676,280.827,534,1,3
654,150.819,430.199,587,0,3
655,104.767,227.983,299,-1,-1
656,633.844,84.471,766,1,1
657,576.538,406.632,343,1,1
658,248.813,279.035,500,1,3
659,626.671,254.995,598,1,1
660,69.746,302.796,584,1,3
661,44.477,102.127,153,1,4
662,612.251,219.247,802,1,1
663,423.694,134.56,628,1,7
664,502.585,246.657,528,1,2
665,105.453,149.428,347,1,6
666,450.642,70.156,705,1,7
667,46.813,352.385,526,0,3
668,105.158,181.44,271,1,6
669,541.956,125.614,521,1,2
670,554.133,189.464,418,1,2
671,674.367,345.448,284,1,9
672,61.714,69.727,120,0,4
673,642.868,221.354,537,1,1
674,274.176,404.82,611,0,3
675,565.29,411.559,383,1,1
676,395.41,390.354,537,1,3
677,108.852,390.489,481,1,3
678,205.094,245.336,579,0,3
679,447.103,142.336,654,1,7
680,605.976,211.04,735,1,1
681,370.247,400.444,548,1,3
682,393.158,414.061,526,1,3
683,571.524,413.035,342,1,1
684,336.719,335.237,684,1,5
685,285.917,265.773,503,1,3
686,99.058,268.004,364,1,3
687,523.964,438.922,582,1,1
688,437.016,108.485,680,1,7
689,251.359,71.207,287,0,4
690,625.544,272.036,528,1,1
691,623.372,112.562,653,1,1
692,343.034,353.608,614,1,5
693,601.658,355.928,361,-1,-1
694,261.697,101.72,443,1,4
695,305.816,76.428,526,1,4
696,568.804,164.185,369,1,2
697,598.785,294.545,730,1,1
698,672.455,333.962,300,1,9
699,326.089,76.594,521,1,4
700,639.758,87.479,802,1,1
701,410.708,285.972,563,1,3
702,135.502,83.739,314,1,4
703,217.774,108.975,292,1,4
704,538.195,129.959,533,1,2
705,231.062,68.763,297,0,4
706,65.55,80.114,147,1,4
707,214.916,246.544,524,0,3
708,460.333,87.264,632,0,7
709,231.443,102.338,292,1,4
710,282.248,264.951,508,1,3
711,32.117,109.217,157,1,4
712,550.481,156.082,497,1,2
713,645.726,169.095,673,1,1
714,118.326,292.673,594,1,3
715,331.139,270.079,341,1,3
716,420.986,292.769,582,1,3
717,667.984,349.415,296,1,9
718,545.118,305.189,374,1,1
719,628.612,103.54,727,1,1
720,376.122,300.586,613,0,3
721,329.546,254.238,360,0,3
722,328.292,101.575,535,1,4
723,90.343,70.325,151,0,4
724,449.315,316.324,531,1,3
725,159.006,80.809,340,1,4
726,315.128,165.042,514,1,6
727,559.987,295.46,534,1,1
728,15.11,364.418,518,0,3
729,269.717,160.258,579,1,6
730,207.354,140.296,293,1,6
731,340.228,342.929,620,1,5
732,656.952,150.523,582,0,1
733,489.031,69.125,570,1,7
734,216.757,194.189,500,-1,-1
735,645.841,241.889,407,0,1
736,588.025,419.772,360,0,1
737,326.564,381.272,578,0,5
738,321.053,266.501,355,1,3
739,376.1,299.845,620,0,3
740,502.743,83.634,567,1,7
741,446.13,92.922,702,1,7
742,292.219,106.843,572,0,4
743,518.847,225.565,532,1,2
744,602.49,115.693,336,-1,-1
745,437.638,120.246,685,1,7
746,550.489,169.343,480,1,2
747,96.237,186.029,270,0,6
748,241.73,282.281,506,0,3
749,509.193,361.078,348,1,1
750,61.027,322.163,548,1,3
751,38.412,102.886,151,1,4
752,87.908,381.978,506,1,3
753,640.128,195.589,666,1,1
754,513.345,153.573,540,0,2
755,501.143,118.435,551,1,2
756,497.407,258.386,527,0,2
757,156.841,123.403,277,0,4
758,272.61,83.694,529,1,4
759,140.806,105.145,341,1,4
760,535.768,87.932,533,0,7
761,194.452,363.123,428,0,8
762,264.144,105.375,504,1,4
763,502.452,135.084,562,1,2
764,463.971,62.675,623,1,7
765,331.738,272.628,351,1,3
766,551.457,239.132,334,0,2
767,329.897,171.933,512,1,6
768,532.861,366.229,727,1,1
769,637.681,406.356,292,1,1
770,18.958,371.422,512,0,3
771,308.96,417.742,576,1,3
772,127.351,171.349,255,1,6
773,620.145,394.866,356,1,1
774,48.586,304.01,592,1,3
775,524.507,452.489,461,0,1
776,551.222,101.063,538,-1,-1
777,264.302,69.184,391,0,4
778,643.814,70.362,807,1,1
779,37.978,377.388,505,1,3
780,365.976,277.79,676,1,3
781,493.311,132.28,564,0,2
782,94.069,285.881,532,1,3
783,37.458,140.053,177,1,6
784,176.323,320.221,511,1,8
785,109.018,282.5,563,1,3
786,613.73,180.727,727,1,1
787,107.994,75.058,176,1,4
788,629.251,148.398,798,1,1
789,266.925,253.003,511,1,3
790,281.86,417.163,579,1,3
791,485.006,245.823,527,0,2
792,142.751,290.506,577,1,3
793,497.582,157.123,561,1,7
794,540.606,460.142,337,0,1
795,522.236,435.469,635,1,1
796,227.535,363.605,330,-1,-1
797,170.74,466.536,612,-1,-1
798,558.076,183.121,414,1,2
799,32.217,383.8,506,0,3
800,536.621,448.563,383,1,1
801,654.087,465.033,73,0,1
802,614.035,212.439,805,1,1
803,231.649,64.663,291,0,4
804,158.962,88.723,335,1,4
805,125.739,418.416,354,1,3
806,600.872,260.058,810,1,1
807,223.71,276.232,528,1,3
808,318.38,316.39,559,0,5
809,118.478,389.856,458,1,3
810,44.774,160.513,288,1,6
811,65.628,76.131,148,1,4
812,261.427,467.022,560,-1,-1
813,118.361,423.503,382,1,3
814,156.523,355.481,503,1,8
815,94.662,393.711,485,1,3
816,398.128,413.946,538,1,3
817,133.171,400.635,375,1,3
818,47.564,87.392,127,1,4
819,196.876,96.442,257,1,4
820,123.001,192.942,256,0,6
821,423.128,135.835,621,1,7
822,490.376,60.239,571,1,7
823,653.458,77.615,751,0,1
824,111.849,277.355,513,1,3
825,318.516,76.837,531,1,4
826,376.001,303.019,598,0,3
827,561.164,309.695,668,1,1
828,425.749,85.653,515,0,7
829,590.717,273.613,801,1,1
830,327.009,60.386,519,0,4
831,29.863,158.281,260,1,6
832,484.633,225.622,556,1,2
833,126.308,430.76,465,0,3
834,114.166,68.587,173,0,4
835,71.835,468.426,702,-1,-1
836,649.948,333.168,343,1,9
837,615.64,148.389,625,1,1
838,301.065,72.014,560,1,4
839,301.921,271.081,423,1,3
840,349.999,267.61,455,1,3
841,33.428,138.069,175,0,6
842,271.533,53.356,441,-1,-1
843,568.922,217.769,305,0,2
844,176.647,175.237,294,1,6
845,162.91,380.567,427,0,8
846,578.552,176.176,319,0,2
847,306.348,328.488,558,0,5
848,406.476,376.235,527,0,3
849,354.042,271.24,553,1,3
850,359.97,140.151,511,-1,-1
851,138.957,388.799,427,0,3
852,301.562,255.751,503,1,3
853,491.7,235.598,531,1,2
854,464.897,343.644,506,1,3
855,597.123,251.997,792,0,1
856,168.092,331.83,513,1,8
857,32.216,303.695,574,1,3
858,268.809,157.742,590,1,6
859,157.632,384.823,422,0,8
860,559.417,325.26,750,1,1
861,439.041,385.264,485,1,3
862,543.895,320.3,486,1,1
863,330.79,101.286,532,1,4
864,276.248,253.026,517,1,3
