id,|eps_neighbourhood|,eps_neighbourhood
47,39,[ 47 3312 5287 3840 5239 1676 4889 315 1213 2962 3522 5297 6156 1332 2364 5365 8441 5618 4856 4261 9106 5009 6779 8515 2612 5268 1793 2745 2314 3509 2679 676 7738 9133 4051 4396 5470 8474 6521 ]
48,3,[ 48 7355 3618 ]
49,37,[ 49 9517 6854 3112 7248 4032 9792 1383 8183 3991 284 5540 4001 5409 7687 4975 33 3332 4937 1802 6205 9417 5863 1243 7707 8569 581 2153 5235 6149 8568 4521 8079 5815 9099 9836 1104 ]
50,40,[ 50 1808 5061 97 8719 6271 472 5717 2317 2204 1534 5105 5744 7752 3986 9223 1822 7329 5739 6537 4969 4808 9498 5772 2127 2712 5347 7424 4573 4487 8067 4027 879 345 2630 1687 1465 4288 5512 8615 ]
51,30,[ 51 2567 5490 8238 9076 4576 9703 8336 4815 517 1455 1607 9038 110 6002 1691 873 6924 7335 6042 1668 2974 2229 2294 8629 6690 433 9372 2681 1092 ]
52,43,[ 52 2116 2455 9943 3373 8313 7180 4069 8245 1930 3305 5827 901 1790 1725 9214 5459 3154 3311 2925 2473 636 4050 5977 8078 2668 1155 4214 4115 7864 3696 3935 5508 3741 3650 4761 538 276 9904 8472 6735 7598 3822 ]
53,46,[ 53 3911 7280 9316 1728 7017 2402 9211 3877 2347 9631 2602 9153 1020 5246 8741 9246 1370 9257 1910 4116 3163 3705 7708 4472 7741 30 539 1010 5394 5452 4289 2230 1688 2848 3289 402 2158 665 4241 5217 4244 6718 2770 9694 2485 ]
54,39,[ 54 1558 5198 1122 3052 2250 1108 2173 5720 5462 9796 1734 3596 3997 5690 9536 8787 6923 1900 8653 2152 6769 8564 954 6240 4463 6618 2394 5411 266 7037 3783 1198 1971 9391 380 4771 2694 5776 ]
55,31,[ 55 5561 948 9959 1458 4800 3792 1896 1473 4284 5133 8684 7436 2681 4540 255 2782 6530 9626 2795 529 4886 5910 293 2738 6065 9125 6664 9063 9205 2403 ]
56,45,[ 56 8710 5825 4322 1643 6077 3096 6302 325 4755 3874 1526 1608 1001 8681 7655 2128 1769 923 5313 827 6911 9487 9731 5192 7600 2415 2401 6839 9715 5873 8235 5929 5208 8902 6525 3070 1858 8266 7419 232 2282 8131 7104 7055 ]
57,35,[ 57 2619 4158 2584 8873 4068 724 4086 2358 1597 180 8214 1209 7443 8386 8913 5557 646 2113 5028 3005 9877 6475 3337 9580 2092 2980 6399 6613 4480 2264 9585 3450 3144 8344 ]
58,42,[ 58 8655 3455 5498 927 3668 5120 5920 2293 3479 5399 4506 2097 7830 2026 9797 86 6347 9844 2450 3171 5902 5731 3682 9412 3777 8158 7350 7515 3302 7569 507 1075 1710 1399 554 1903 5233 6519 1708 6736 3232 ]
59,26,[ 59 9044 6570 3149 6188 3483 9704 7269 8542 7748 550 5370 5439 9824 8812 9158 7415 5737 3237 2858 1570 1779 3291 5980 8182 994 ]
60,47,[ 60 8752 2559 7311 3645 5633 3488 2516 1695 2907 4103 1826 426 6317 5689 6591 4187 3095 8925 7058 8560 564 7676 1496 2273 3445 7107 3659 567 1876 7953 2709 7869 1931 2380 2475 4111 7835 8841 8314 5131 2067 2353 9350 3853 5753 2199 ]
61,37,[ 61 4711 341 5538 3704 6666 9508 7743 5083 2260 2503 2071 2472 798 4921 396 9768 670 615 6118 9383 3744 563 8449 1863 5191 3794 3765 3641 7448 7782 436 3718 2853 4996 3421 1482 ]
62,45,[ 62 2193 6120 7499 6282 878 1702 2315 2356 8196 1380 1358 9556 7259 2968 1415 9798 9831 138 7936 304 2905 8133 8732 9784 3313 7064 5395 2008 7198 3805 5495 5102 5000 1133 5986 6722 1423 6133 7474 7147 9608 2828 2985 6473 ]
63,49,[ 63 991 7241 1850 7501 8836 9667 3962 4980 5933 2792 7128 965 3827 5534 470 3285 6444 8806 5596 4388 2420 817 805 6825 969 8450 2124 7119 813 9141 7316 8808 5932 2091 3355 3135 186 1862 6402 8838 8435 113 3316 9665 3679 8572 2301 585 ]
64,38,[ 64 5662 7476 9143 9024 3393 5792 1339 912 3755 6920 7139 1574 3870 8848 36 3647 3861 3778 4049 4716 6813 6051 1325 7638 5819 9563 675 8512 5969 6415 3864 1800 683 657 5319 4849 541 ]
65,30,[ 65 5137 4253 1286 3423 6162 2826 9117 8144 9388 9925 5481 9729 487 4546 2249 3811 1090 2428 3913 1762 8900 5686 4337 5915 5545 4213 6224 5464 5761 ]
66,41,[ 66 3273 4143 2276 3898 9801 4175 7948 8136 4369 7630 8282 9596 1675 9486 1134 286 5425 8149 9265 8971 5076 6295 8798 9271 7804 653 3694 6251 8678 9310 37 5159 5916 5947 5797 6833 6448 2537 1223 8879 ]
67,23,[ 67 9803 5272 1212 8259 5489 4876 9100 2004 5171 4218 6830 1785 7395 8218 5035 6643 6915 7631 4492 7215 4155 883 ]
68,29,[ 68 6398 6739 9986 5862 1995 3477 141 2466 9559 4447 5586 1584 4668 9420 649 1915 7498 3047 3438 3999 9481 3364 6846 5448 9575 3260 5118 2914 ]
69,49,[ 69 3725 7633 8599 8770 8372 769 9861 3131 5693 6992 8429 8521 6374 6943 3025 3440 3493 1634 3057 7938 2756 7137 7067 2562 1594 5115 2686 8375 5234 3692 6418 1596 3591 6117 1870 906 1353 6889 4119 2490 5204 9343 3572 6538 3540 8456 6608 3927 ]
70,49,[ 70 4060 3544 8610 5475 6762 2824 7135 4952 311 7981 2963 3409 6946 2656 4892 2065 1047 3933 4040 3103 3517 8212 5050 5016 4476 4417 4346 9719 4271 8938 6636 5407 2615 7717 9271 8798 1270 6295 5076 8971 8149 5425 3394 286 5574 9486 5300 9596 ]
71,36,[ 71 1177 9853 7733 9644 5576 9031 2280 4217 1772 8777 5858 3002 6436 691 483 6719 5205 7425 9826 7450 6193 6492 2418 7859 9304 4234 8263 1631 1503 1364 2302 5109 2433 5629 2700 ]
72,43,[ 72 8193 3086 8339 6523 1572 5531 4705 4000 4441 2872 2007 8231 8500 428 7536 1445 3069 1147 2465 2215 810 1852 439 4670 4426 414 2823 7810 5248 4399 4805 1022 7265 1070 9275 8570 1098 8049 2598 2055 7387 9137 ]
73,12,[ 73 6292 9587 4780 8103 7403 6662 9070 6968 8978 9367 2498 ]
74,33,[ 74 4896 8756 6159 2514 5020 450 226 351 4642 7846 8484 6763 2819 4900 5017 8476 4731 7749 831 7927 9419 7783 1852 7582 810 2215 2465 1147 3069 1445 7536 2007 ]
75,55,[ 75 8780 5379 7027 8867 5641 1310 2072 8063 1095 6283 6673 145 2860 6494 814 4137 9905 9930 4845 2451 6967 6406 3262 7466 7001 1264 333 2335 4245 6645 2468 4834 4695 1444 5491 4358 4757 3346 6250 3428 1319 9111 1400 1799 4946 8546 9858 5207 6898 8178 4077 3637 96 5637 ]
76,49,[ 76 3407 1143 2065 8044 7314 1803 8524 5550 1225 3933 4040 2397 2943 5666 3517 8212 6601 423 4961 4672 6279 3339 6946 104 2370 7981 4473 4952 8222 6762 8610 9114 5050 6481 4476 4551 9109 2629 6166 3011 3121 8747 5407 6650 9271 4681 4682 9265 ]
77,19,[ 77 9709 551 7823 8344 3144 3450 9585 2264 4480 2346 9840 6135 913 3329 4908 9931 7604 1012 ]
78,40,[ 78 9651 6429 3565 3667 5217 4241 3300 665 9638 4289 5452 6709 3315 7708 5746 3705 2737 7280 8815 8000 1763 2770 9694 2485 9187 4105 1227 2530 5295 5381 9512 2241 7071 7236 9566 1848 1123 7363 1435 ]
79,54,[ 79 7455 8874 5164 2632 7283 109 2134 6039 4300 9852 9856 4186 536 7062 8359 4477 4515 1478 9013 6853 2388 3638 6078 4756 7539 9244 6278 7114 3613 1965 4803 290 8395 6273 9600 2243 6761 4245 2335 333 1264 7001 7466 3262 6406 6967 2451 4845 9930 9905 4137 814 6494 ]
80,24,[ 80 807 2426 1576 6855 9222 3882 1553 6702 8087 6545 5468 5134 7075 3529 7768 2931 5886 6153 9716 3530 929 6 8582 ]
81,35,[ 81 4359 4814 2592 4438 7229 609 6456 5404 1706 6975 4616 9518 4614 1316 4560 8839 5579 8444 6781 6403 5723 6098 4863 7408 819 9228 1943 366 5616 3322 3562 5316 5553 5286 ]
82,50,[ 82 1594 4481 9091 8375 9873 9274 7895 4382 9212 3039 7893 4998 4100 5919 9923 9781 1280 2342 4500 2331 604 5844 2562 228 5594 7067 8937 7137 7938 3493 3025 6374 4030 8112 8521 8429 4197 3131 9861 769 8372 8770 8599 2693 6418 1947 6117 1870 1353 ]
83,49,[ 83 6334 1956 1356 8562 3601 6511 7238 3847 9112 6232 9809 4123 350 9119 9324 1988 6382 3066 38 5704 3912 9898 8596 9168 8973 8099 5944 4737 9040 9204 620 7943 8278 3895 4207 2371 6633 8338 9723 9688 4134 2160 4357 7735 7143 4362 9909 8024 ]
84,45,[ 84 8407 3249 924 2888 5752 87 4833 7100 6258 1890 4534 3623 786 3949 9734 216 1582 5298 327 5894 3720 3046 942 2622 2991 2088 9680 3248 7757 2289 5551 5891 8646 1854 9218 9401 8165 7140 4022 7581 6684 7163 6367 1328 ]
85,59,[ 85 6324 4194 23 8555 5615 9839 703 7957 1262 1282 7082 1099 2517 411 1916 8530 3621 7691 1838 560 5335 7292 2993 8376 4177 6280 1692 5390 9516 4838 2427 1586 2262 162 6918 1814 392 5824 8007 2090 3088 1933 5132 8903 709 7050 7417 4439 6985 3946 5921 5265 3691 7908 7809 9337 2919 2898 ]
86,54,[ 86 6347 9844 2448 2450 3171 5902 5731 3682 9412 7834 3777 8158 7441 7350 6330 3452 4619 8584 148 6079 7971 8401 1054 3816 9061 8986 1619 5812 9797 2026 7830 2434 4506 7196 3479 5497 2293 5920 5120 3668 927 5498 3455 58 7515 3302 507 1075 1710 1399 554 6519 3232 ]
87,58,[ 87 4833 7100 6258 7525 3899 1890 1396 680 4534 1126 3623 1148 3949 9734 1582 7244 5298 9364 5894 3720 2627 942 7606 9366 2622 8620 1002 3512 8216 2240 515 3249 8407 84 2088 9680 9633 4167 2011 7757 1905 8791 5891 802 8646 8816 9218 8165 6377 9086 4022 3109 7581 7163 7052 3188 6414 ]
88,18,[ 88 5956 2633 5926 6979 4031 4071 6579 6660 3207 1018 876 3672 5401 7449 8060 9906 796 ]
89,9,[ 89 2876 7644 2633 5956 1425 1390 8273 4256 ]
90,56,[ 90 8195 1877 2198 6590 6300 4959 1222 6677 5568 8475 5149 2363 4584 3081 8138 5781 373 2005 4622 9997 8895 1606 5830 9190 7451 3264 9825 3900 7851 3798 3244 3217 298 1836 5774 9225 4499 177 3284 3606 7054 9941 5033 2603 343 1932 3420 8125 6199 3622 3156 432 6954 471 1049 ]
91,15,[ 91 7152 9495 908 7570 5473 8311 5339 3994 4122 9289 1638 1542 4414 9272 ]
92,29,[ 92 1242 2704 5080 3558 611 6635 857 543 397 3537 8735 1366 8669 6640 4087 7678 4419 6857 7789 2522 8918 3678 6788 9014 4501 2519 5138 2059 ]
93,30,[ 93 7069 1041 9193 5098 5288 8722 3684 9281 3484 2148 8650 8347 9028 6749 8575 4285 3461 3828 7343 1117 242 8581 9622 7025 7947 2357 2734 5030 6058 ]
94,34,[ 94 5315 6006 6697 6323 4433 317 4865 5220 1694 2580 8728 8335 2735 1997 7729 489 7202 1729 4861 7772 5125 4418 5572 5612 5415 3142 1101 99 9155 8239 2801 3878 4154 ]
95,22,[ 95 1110 8143 6468 6204 3514 1644 4199 4664 4748 3254 9069 1560 1131 8698 11 1128 5306 3876 4656 3460 8643 ]
96,49,[ 96 8201 3637 4077 3737 8178 6898 5207 9858 8546 4946 1799 1400 9111 1319 3428 6250 4757 4358 5491 1444 4834 75 8417 2547 5637 7042 2715 3952 320 606 8257 8323 5128 845 5206 6227 9880 5457 5420 2595 5938 3925 8148 4228 7616 4172 2900 6867 ]
97,54,[ 97 5293 8719 472 5717 9036 2317 5744 7752 3986 9223 1822 7329 8304 6961 6537 4808 7759 6686 9311 5772 3686 8473 5536 2127 771 7199 5676 4102 5061 1808 50 7424 4812 4487 8067 4853 4027 879 1760 345 9977 2778 1687 1465 9945 4288 1119 7223 5512 5169 7556 8615 925 ]
98,46,[ 98 3979 3631 6912 2579 2379 7864 5096 7294 2736 6535 953 5647 1804 2613 740 2409 7030 8908 9482 1510 6957 9147 1922 9586 5374 349 4651 4482 9492 7503 6106 1008 7243 1840 4078 3693 2776 2857 4878 1847 2599 9745 6331 2610 5488 ]
99,26,[ 99 1101 3142 5415 7477 9859 5612 5572 6676 4418 5125 7772 4861 1729 7202 489 7729 94 5315 9155 8239 2801 3878 4154 2025 6572 ]
100,52,[ 100 6348 1864 6052 6209 6068 2510 8970 1120 6480 656 8878 9033 4089 2726 2861 167 7200 2924 9653 8507 5758 7038 6533 1290 5003 5505 6963 6890 7642 700 9220 7756 2891 2020 2574 7483 8329 4612 1376 2651 5741 173 5756 7976 1652 4989 9928 7755 1887 5853 9532 ]
101,38,[ 101 5541 8563 6315 3384 5601 3001 1716 500 404 8842 7674 5872 2182 8643 3460 4656 6462 2191 5760 9429 6648 4811 2196 7725 4180 2754 4932 3406 9545 5473 6878 725 6517 908 9237 7152 5942 ]
102,45,[ 102 6431 4655 7156 3880 4161 3357 5603 4877 1739 7310 8442 2576 7418 3812 7557 736 8342 479 7994 7579 6005 2244 5121 9107 9530 4839 429 176 1891 7184 4225 5975 5900 1156 1828 4325 2320 934 2263 9373 9821 8587 5485 8179 ]
103,46,[ 103 9813 5430 794 9334 6875 8912 4852 9263 6190 4985 7261 441 3058 9674 136 3894 2237 1825 9065 8955 1174 6155 7189 9885 800 4370 3016 6807 7331 8249 4457 1187 2460 8894 5708 8675 9956 3182 5888 3701 4016 8052 5507 8817 9395 ]
104,43,[ 104 3339 76 1143 8044 7314 323 8524 4404 5550 1225 2397 8801 4582 6558 4259 6341 1504 4717 2370 4473 8222 9114 4551 8466 9109 7937 2629 6166 3011 3121 6483 2481 362 4681 6080 4682 9681 1543 4328 5360 6851 6630 ]
105,19,[ 105 7171 629 6553 4376 1252 7611 5711 7270 208 6007 5346 5945 2614 6274 8622 9646 3334 8262 ]
106,46,[ 106 7170 6281 6551 3787 11 7080 6407 1131 8288 9069 6681 3254 234 1110 3243 6468 9732 3310 2051 6204 5659 5866 3876 4992 6288 8320 1897 5114 987 3239 8566 702 4656 3460 4972 6173 1347 9191 2159 7414 8842 374 7622 6335 9113 ]
107,42,[ 107 325 860 8314 8841 1427 5609 1608 9146 9320 5971 9706 9683 7612 4890 6865 7930 7946 1410 2527 1229 9996 555 3753 4789 4660 1405 4126 2723 7698 1832 3580 6573 2764 8289 7672 7306 3980 2401 9715 6016 9340 ]
108,58,[ 108 852 1078 497 5067 4138 5578 6067 8425 4909 685 1487 5079 3574 7423 1446 2934 1429 6308 4912 8469 3902 9971 4385 2324 2909 4807 4112 3658 9816 5296 4712 2184 6245 5373 8951 7540 5918 1045 9120 2360 8283 2117 1190 1218 7797 3950 1505 4751 7803 2443 6886 839 3327 5948 1140 3538 2761 ]
109,56,[ 109 2134 4300 9852 9856 4186 536 7062 7274 8359 5581 4477 4515 1478 9772 557 6853 6177 2388 1833 1182 9254 1741 9687 3879 856 7283 9357 5164 8874 7455 79 9627 6078 4756 7539 7230 9244 6278 7114 3859 3613 1965 4803 290 6273 9600 6761 4245 2335 333 1264 7001 6406 4845 9930 ]
110,38,[ 110 9038 1607 1455 517 8854 4815 8336 9703 4576 51 2567 5490 8238 9076 6002 1691 873 3901 6924 7335 6042 1668 2974 2229 2294 8629 6690 433 9372 2681 7436 1092 8684 2984 7273 2583 1896 ]
111,53,[ 111 6665 5325 3673 6891 9078 1816 5683 838 8382 931 2597 9259 1224 2744 8306 4348 8701 3815 5611 6822 121 7347 9531 3366 1142 5152 4453 7279 7838 695 1235 5345 2768 5592 4728 4056 1958 7 7142 364 1696 1495 7447 4267 1257 4545 9280 5201 6134 6942 2676 5449 ]
112,42,[ 112 4825 5985 9761 3036 1568 7730 7548 1076 221 3629 7904 4901 7453 4321 8152 1589 6683 5318 1886 163 6401 2796 9007 4514 730 6913 5998 1489 4696 4393 2009 9812 7740 3180 7551 9863 119 7635 5440 7847 3990 ]
113,36,[ 113 8838 3818 1862 186 3135 2091 5932 8808 7316 9141 813 7119 3272 2124 969 6825 805 2328 63 991 7241 1850 8836 9667 4980 7128 3316 9665 3679 8572 2301 3889 833 585 4636 ]
