id,d0,d1,distance_calculations,is_core,cluster_id
383,493.7,81.478,267,1,4
384,470.216,82.183,286,0,4
385,471.17,82.281,284,0,4
386,477.29,82.318,278,0,4
387,536.043,82.472,245,0,4
388,529.99,82.646,244,0,4
389,441.622,82.712,300,1,4
390,482.255,82.785,279,0,4
391,488.474,83.054,278,0,4
392,474.061,83.219,277,0,4
393,531.936,83.234,244,0,4
394,513.167,84.628,260,1,4
395,494.467,84.637,268,0,4
396,535.227,85.103,242,0,4
397,529.089,85.565,247,0,4
398,456.32,85.624,302,0,4
399,518.369,85.695,261,1,4
400,511.716,85.906,257,1,4
401,492.166,86.233,267,0,4
402,448.946,86.545,309,0,4
403,432.501,87.168,271,0,4
404,525.191,87.662,251,0,4
405,497.048,88.247,272,0,4
406,525.932,88.422,249,0,4
407,437.223,89.016,291,0,4
408,429.847,89.107,262,0,4
409,521.958,89.828,261,0,4
410,517.274,90.571,265,0,4
411,537.606,91.828,246,0,4
412,436.353,91.968,290,0,4
413,506.119,92.784,262,0,4
414,527.511,93.643,252,0,4
415,424.294,97.509,251,0,4
416,441.896,97.95,309,0,4
417,436.16,99.51,291,0,4
418,434.226,100.897,288,0,4
419,444.57,101.574,317,0,4
420,428.855,108.992,269,0,5
421,438.753,110.45,303,0,5
422,429.191,112.407,276,0,5
423,437,112.594,299,0,5
424,438.797,115.729,307,0,5
425,421.602,117.717,250,0,5
426,439.119,119.693,309,1,5
427,437.638,120.246,302,1,5
428,445.168,121.036,312,0,5
429,423.173,123.604,258,1,5
430,426.709,125.924,275,1,5
431,428.665,126.795,285,1,5
432,419.133,127.199,251,1,5
433,435.422,127.915,300,1,5
434,445.818,130.619,314,1,5
435,441.056,131.792,309,1,5
436,449.75,132.161,303,1,5
437,436.787,132.524,313,1,5
438,423.113,133.675,262,1,5
439,439.334,133.911,313,1,5
440,423.694,134.56,267,1,5
441,420.737,134.844,258,1,5
442,433.38,135.975,300,1,5
443,427.845,139.381,289,1,5
444,455.69,139.93,300,1,5
445,433.728,140.543,307,1,5
446,427.535,140.842,290,1,5
447,440.13,142.847,311,1,5
448,422.181,143.794,270,1,5
449,432.792,143.799,306,1,5
450,425.758,144.367,288,1,5
451,469.419,144.455,282,0,5
452,435.55,145.395,314,1,5
453,431.419,145.755,301,1,5
454,451.224,145.775,301,1,5
455,440.408,146.542,312,1,5
456,431.209,147.043,302,1,5
457,440.541,147.443,313,1,5
458,429.476,147.655,299,1,5
459,457.738,147.949,290,1,5
460,462.197,148.753,277,1,5
461,458.784,148.79,286,1,5
462,435.104,150.564,314,1,5
463,481.596,150.747,267,1,5
464,470.742,151.028,276,1,5
465,475.537,151.384,281,1,5
466,486.403,152.427,272,1,5
467,479.218,153.336,270,1,5
468,442.739,153.699,307,1,5
469,468.571,154.661,279,1,5
470,487.203,155.054,268,1,5
471,491.499,155.056,261,0,5
472,469.035,155.808,276,1,5
473,492.554,156.945,261,0,5
474,493.331,157.034,260,0,5
475,450.257,157.572,304,1,5
476,430.442,157.874,312,0,5
477,486.966,158.69,266,1,5
478,431.691,161.683,315,1,5
479,475.063,162.051,279,1,5
480,505.503,162.45,263,0,5
481,453.361,162.676,290,1,5
482,485.405,162.724,267,1,5
483,450.017,162.982,300,1,5
484,467.237,163.015,275,1,5
485,444.988,163.518,304,1,5
486,446.606,163.869,302,1,5
487,504.016,164.453,264,0,5
488,483.317,164.96,272,1,5
489,460.405,165.011,278,1,5
490,454.607,165.491,287,1,5
491,448.598,166.01,301,1,5
492,490.836,166.186,260,1,5
493,474.385,166.211,275,1,5
494,452.446,166.814,290,1,5
495,448.289,168.177,298,1,5
496,485.908,168.301,263,1,5
497,460.684,168.549,279,1,5
498,473.044,169.3,279,1,5
499,463.544,169.773,284,1,5
500,441.254,169.819,309,0,5
501,478.121,170.152,267,1,5
502,472.289,170.258,276,1,5
503,456.744,170.562,279,1,5
504,506.497,171.391,261,0,5
505,458.455,171.723,278,1,5
506,480.952,172.104,272,1,5
507,471.724,172.447,277,1,5
508,462.369,172.691,284,1,5
509,462.699,176.173,279,1,5
510,499.357,177.083,267,0,5
511,497.729,179.01,265,0,5
512,476.852,179.141,277,0,5
513,482.757,180.824,263,0,5
514,497.288,116.862,263,0,6
515,504.684,118.564,259,0,6
516,500.45,118.781,256,0,6
517,512.501,118.822,266,0,6
518,515.358,119.685,265,1,6
519,506.057,119.873,263,0,6
520,551.669,119.94,223,0,6
521,513.607,120.024,265,1,6
522,542.261,121.323,234,0,6
523,503.533,123.134,261,0,6
524,538.449,123.666,241,0,6
525,506.288,123.926,263,0,6
526,532.535,124.963,244,0,6
527,535.374,124.987,244,0,6
528,536.336,125.359,246,0,6
529,541.956,125.614,235,0,6
530,504.129,126.134,262,0,6
531,499.386,126.144,257,0,6
532,498.238,126.197,260,0,6
533,510.951,126.254,267,1,6
534,523.702,126.337,247,1,6
535,492.24,127.167,271,0,6
536,533.889,127.493,246,1,6
537,516.126,127.973,262,1,6
538,494.99,128.921,264,0,6
539,556.017,129.036,199,0,6
540,532.113,131.972,246,1,6
541,534.042,133.423,245,1,6
542,509.416,134.11,267,1,6
543,535.72,134.304,240,1,6
544,514.408,135.016,263,1,6
545,493.319,135.26,263,0,5
546,520.422,137.28,252,1,6
547,527.298,137.36,245,1,6
548,524.935,138.144,242,1,6
549,521.854,138.206,244,1,6
550,550.427,140.703,214,1,6
551,510.183,142.282,262,1,6
552,548.844,142.901,221,1,6
553,516.698,142.955,255,0,6
554,528.705,144.861,244,1,6
555,575.8,145.081,178,0,6
556,528.51,145.594,245,1,6
557,525.507,146.165,244,0,6
558,549.351,147.794,214,1,6
559,528.385,149.093,248,0,6
560,574.776,149.666,177,0,6
561,564.062,150.091,192,1,6
562,569.252,150.45,188,0,6
563,580.529,152.58,164,0,6
564,555.511,152.813,200,1,6
565,543.797,153.217,228,1,6
566,523.439,153.221,244,0,6
567,577.096,153.561,172,0,6
568,557.155,153.821,199,1,6
569,540.728,154.218,231,0,6
570,567.029,155.564,190,1,6
571,535,155.746,238,1,6
572,554.604,156.498,200,1,6
573,553.231,157.644,199,1,6
574,565.622,159.177,190,1,6
575,552.675,160.487,199,1,6
576,551.34,161.382,194,1,6
577,552.228,161.539,198,1,6
578,565.391,162.42,190,1,6
579,551.871,163.963,199,1,6
580,561.421,166.072,189,1,6
581,549.795,166.147,193,1,6
582,563.976,166.47,190,1,6
583,557.805,167.451,197,1,6
584,559.049,168.661,194,1,6
585,550.489,169.343,198,1,6
586,563.571,171.008,191,1,6
587,565.895,174.816,187,1,6
588,578.552,176.176,168,0,6
589,558.492,176.966,188,1,6
590,558.076,183.121,188,1,6
591,572.341,183.795,165,0,6
592,548.741,185.141,201,1,6
593,571.997,185.255,165,0,6
594,571.288,186.591,168,0,6
595,568.308,189.231,171,0,6
596,554.133,189.464,192,1,6
597,568.75,190.522,173,0,6
598,574.234,191.904,167,0,6
599,560.184,192.29,188,1,6
600,554.855,194.481,189,1,6
601,545.792,198.292,198,1,6
602,573.339,199.37,168,0,6
603,560.626,201.339,182,1,6
604,484.479,201.808,261,0,6
605,544.398,202.037,199,1,6
606,546.15,202.697,199,1,6
607,544.523,203.247,199,1,6
608,557.549,203.253,188,1,6
609,496.092,204.783,263,0,6
610,545.515,205.062,197,1,6
611,552.079,205.232,187,1,6
612,556.428,205.593,186,1,6
613,480.224,206.366,262,0,6
614,554.335,206.42,189,1,6
615,569.615,206.821,167,0,6
616,549.936,207.559,188,1,6
617,476.785,207.988,257,0,6
618,540.551,208.51,199,1,6
619,570.595,208.906,168,0,6
620,501.173,209.049,251,0,6
621,471.001,209.154,267,0,6
622,553.659,209.159,189,1,6
623,484.712,209.501,260,0,6
624,474.655,209.547,263,0,6
625,570.022,209.903,167,0,6
626,497.611,211.97,255,0,6
627,537.191,211.979,194,1,6
628,476.159,213.082,260,0,6
629,529.146,213.374,222,1,6
630,530.331,213.716,221,1,6
631,560.98,214.079,174,1,6
632,562.351,214.13,170,1,6
633,564.375,214.272,165,1,6
634,487.013,214.471,265,1,6
635,487.71,214.871,266,1,6
636,458.4,214.958,275,0,6
637,520.077,215.482,237,0,6
638,547.348,216.15,187,1,6
639,514.639,216.942,243,0,6
640,568.922,217.769,172,0,6
641,537.99,217.917,200,1,6
642,466.888,218.478,271,0,6
643,533.306,218.951,203,1,6
644,464.185,218.974,275,0,6
645,547.947,218.987,188,1,6
646,543.334,219.389,197,1,6
647,475.069,220.2,263,0,6
648,496.267,220.2,252,1,6
649,537.621,221.068,198,1,6
650,548.078,221.696,191,1,6
651,479.44,221.889,263,1,6
652,526.415,221.976,223,1,6
653,469.176,222.122,261,0,6
654,493.109,222.595,256,1,6
655,504.879,223.245,244,1,6
656,472.424,223.374,260,0,6
657,508.167,224.352,246,1,6
658,501.681,224.604,239,1,6
659,498.585,224.761,242,1,6
660,491.164,225.738,257,1,6
661,558.66,226.102,167,0,6
662,518.744,226.107,232,1,6
663,485.69,226.433,265,1,6
664,505.801,227.197,248,1,6
665,517.547,227.273,232,1,6
666,532.845,227.692,199,1,6
667,511.198,229.151,244,1,6
668,505.328,229.27,246,1,6
669,477.532,230.323,258,1,6
670,559.487,230.512,164,0,6
671,534.237,231.182,201,1,6
672,555.919,231.33,172,0,6
673,496.519,231.653,244,1,6
674,545.041,233.072,190,1,6
675,539.702,233.506,194,1,6
676,484.317,233.798,266,1,6
677,546.902,233.832,189,0,6
678,517.963,234.854,229,1,6
679,484.92,235.709,261,1,6
680,531.058,235.723,200,1,6
681,530.053,235.845,198,1,6
682,473.185,235.903,264,0,6
683,503.429,236.263,248,1,6
684,518.412,236.544,228,1,6
685,490.594,237.163,251,1,6
686,528.082,237.987,193,1,6
687,506.602,239.498,241,1,6
688,530.871,239.966,201,1,6
689,489.75,242.396,250,0,6
690,551.065,242.547,175,0,6
691,495.831,242.586,243,1,6
692,482.31,243.418,263,0,6
693,519.888,244.016,219,1,6
694,524.336,245.015,196,1,6
695,485.006,245.823,251,0,6
696,489.089,246.34,245,0,6
697,502.585,246.657,241,1,6
698,507.542,247.408,234,1,6
699,528.185,247.661,200,1,6
700,538.825,248.077,190,0,6
701,508.916,248.813,234,1,6
702,512.989,248.855,227,1,6
703,523.074,250.801,193,0,6
704,534.594,252.169,190,0,6
705,540.102,252.257,186,0,6
706,519.289,252.735,206,0,6
707,522.247,253.701,194,0,6
708,520.838,254.256,195,0,6
709,541.399,254.555,186,0,6
710,524.593,254.965,197,0,6
711,517.344,255.757,209,0,6
712,94.842,135.204,157,0,7
713,109.321,138.094,151,0,7
714,71.813,138.206,113,0,7
715,320.843,138.228,262,0,0
716,61.427,138.457,102,0,7
717,142.07,138.726,136,0,7
718,50.861,138.893,94,0,7
719,140.837,139.146,140,0,7
720,194.828,139.209,112,0,7
721,203.609,139.329,114,0,7
722,49.89,139.351,94,0,7
723,168.274,139.703,120,0,7
724,200.698,139.846,116,0,7
725,90.066,139.88,156,0,7
726,188.524,139.94,117,0,7
727,125.125,139.991,155,0,7
728,37.458,140.053,89,0,7
729,249.584,140.167,235,0,7
730,258.339,140.262,251,0,7
731,53.696,140.333,101,0,7
732,306.48,140.395,256,0,7
733,47.454,140.403,95,0,7
734,230.524,140.512,157,0,7
735,201.416,140.704,119,0,7
736,304.199,140.746,256,0,7
737,246.043,140.806,234,1,7
738,219.616,140.885,132,0,7
739,225.11,140.915,152,0,7
740,95.795,141.152,149,0,7
741,67.96,141.335,114,0,7
742,296.662,141.432,256,0,7
743,270.289,141.447,272,0,7
744,326.361,141.649,266,0,0
745,62.999,141.875,112,0,7
746,172.605,141.876,115,1,7
747,315.501,142.003,257,0,7
748,316.762,142.555,256,0,7
749,216.062,142.694,136,1,7
750,328.929,142.844,255,0,0
751,32.099,143.035,89,0,7
752,227.643,143.225,153,1,7
753,126.689,144.081,152,0,7
754,238.139,144.096,205,1,7
755,70.308,144.133,131,1,7
756,246.255,144.218,233,1,7
757,107.021,144.256,159,1,7
758,312.559,144.434,257,0,7
759,75.993,144.485,145,1,7
760,189.235,144.589,109,1,7
761,219.131,144.7,136,1,7
762,97.647,144.72,149,1,7
763,146.461,144.838,119,0,7
764,190.41,144.839,109,1,7
765,57.351,144.958,111,0,7
766,268.271,144.971,268,1,7
767,133.514,145.516,144,0,7
768,307.888,145.591,252,0,7
769,115.795,145.864,158,0,7
770,174.845,146.047,115,1,7
771,159.347,146.43,115,1,7
772,301.09,146.564,258,0,7
773,58.445,146.64,117,1,7
774,331.061,146.707,246,0,0
775,239.572,146.801,224,1,7
776,109.938,146.879,162,1,7
777,289.436,146.915,253,1,7
778,304.081,146.92,255,0,7
779,257.549,146.929,258,1,7
780,27.887,146.941,95,0,7
781,157.097,147.095,118,1,7
782,262.925,147.195,261,1,7
783,217.515,147.199,134,1,7
784,292.568,147.238,253,1,7
785,259.314,147.327,262,1,7
786,63.973,147.393,126,1,7
787,193.748,147.43,116,1,7
788,294.172,147.603,255,1,7
789,148.916,147.787,113,0,7
790,40.381,148.068,103,0,7
791,60.351,148.181,124,1,7
792,228.218,148.267,158,1,7
793,207.832,148.335,132,1,7
794,298.229,148.537,257,0,7
795,245.657,148.563,234,1,7
796,181.293,148.633,114,1,7
797,196.535,148.652,117,1,7
798,256.303,148.66,255,1,7
799,56.551,148.808,120,1,7
800,225.579,148.841,155,1,7
801,281.54,148.927,267,1,7
802,110.273,148.951,161,1,7
803,121.658,148.967,151,0,7
804,236.113,149.196,204,1,7
805,161.89,149.204,120,1,7
806,261.679,149.472,260,1,7
807,223.041,149.482,151,1,7
808,176.219,149.932,112,1,7
809,22.172,150.049,102,0,7
810,156.89,150.131,115,1,7
811,253.999,150.452,251,1,7
812,39.912,150.513,107,1,7
813,59.9,150.54,135,1,7
814,180.844,150.826,117,1,7
815,277.317,150.914,274,1,7
816,232.394,151.075,200,1,7
817,205.088,151.435,129,1,7
818,90.808,151.571,153,1,7
819,154.971,151.627,117,1,7
820,192.115,151.814,116,1,7
821,99.609,151.894,158,1,7
822,113.923,152.089,156,1,7
823,24.271,152.193,105,0,7
824,330.341,152.564,245,0,7
825,143.626,152.655,113,1,7
826,247.596,152.793,246,1,7
827,93.42,153.068,151,1,7
828,72.448,153.101,155,1,7
829,145.683,153.144,114,1,7
830,152.194,153.153,116,1,7
831,280.463,153.158,268,1,7
832,66.712,153.17,150,1,7
833,76.828,153.21,151,1,7
834,273.534,153.242,264,1,7
835,126.953,153.559,142,1,7
836,252.93,154.284,253,1,7
837,117.094,154.336,152,1,7
838,210.203,154.483,136,1,7
839,191.668,154.569,116,1,7
840,251.432,154.587,253,1,7
841,202.124,154.646,127,1,7
842,19.034,154.732,107,0,7
843,162.761,154.815,113,1,7
844,286.909,154.986,251,1,7
845,89.297,155.491,151,1,7
846,127.743,155.523,136,1,7
847,83.227,155.623,150,1,7
848,120.241,155.652,149,1,7
849,79.75,156.732,148,1,7
850,174.166,156.988,115,1,7
851,211.441,157.206,132,1,7
852,164.988,157.222,115,1,7
853,184.554,157.526,111,1,7
854,95.504,157.555,162,1,7
855,165.92,157.885,115,1,7
856,243.305,157.964,242,1,7
857,274.408,158.305,274,1,7
858,144.545,158.753,118,1,7
859,84.786,158.792,150,1,7
860,73.251,159.11,155,1,7
861,276.99,159.135,269,1,7
862,149.609,159.203,114,1,7
863,171.963,159.266,114,1,7
864,330.64,159.323,240,0,7
865,240.497,159.38,233,1,7
866,251.23,159.384,255,1,7
867,178.892,159.417,108,1,7
868,177.496,159.542,113,1,7
869,266.97,159.699,266,1,7
870,101.082,159.803,160,1,7
871,209.678,159.871,131,1,7
