id,d0,d1,distance_calculations,point_type,cluster_id
146,390.037,278.677,497,1,5
147,590.21,288.769,539,1,1
148,639.905,111.399,638,1,1
149,606.063,138.8,585,0,1
150,561.278,295.948,400,1,1
151,318.694,369.309,542,1,4
152,242.165,274.344,433,0,5
153,644.638,102.21,697,1,1
154,102.455,162.998,212,1,6
155,419.839,290.973,521,1,5
156,539.109,215.755,394,1,3
157,188.622,417.373,508,1,5
158,375.708,399.624,495,1,5
159,361.789,349.989,514,1,4
160,605.158,394.075,351,1,1
161,30.992,171.521,222,1,6
162,221.783,106.579,276,0,2
163,205.269,138.574,287,0,6
164,185.668,335.604,424,1,8
165,424.294,97.509,613,0,7
166,523.036,399.07,609,1,1
167,631.953,90.276,617,1,1
168,177.535,415.957,454,1,5
169,334.993,339.566,461,1,4
170,513.42,414.022,694,1,1
171,201.416,163.788,253,0,6
172,75.615,461.579,1692,0,5
173,645.272,89.615,704,1,1
174,503.429,236.263,473,0,3
175,312.492,210.247,1170,0,6
176,606.664,427.974,290,0,1
177,481.534,161.422,349,1,7
178,517.442,406.077,594,1,1
179,237.694,108.414,249,0,2
180,447.133,312.509,458,1,5
181,522.184,366.366,451,1,1
182,428.716,279.232,673,0,5
183,657.954,380.846,332,0,9
184,125.621,323.664,702,0,8
185,203.887,440.687,723,0,5
186,138.916,419.43,337,1,5
187,530.117,253.398,415,1,3
188,162.988,421.22,445,1,5
189,423.479,292.576,491,1,5
190,525.345,249.365,413,1,3
191,445.312,133.773,611,0,7
192,52.852,51.333,118,0,2
193,652.184,369.589,345,0,9
194,522.462,396.861,665,1,1
195,560.739,344.04,850,0,1
196,68.316,152.404,216,1,6
197,113.525,399.235,302,1,5
198,361.204,261.708,374,1,5
199,35.912,370.35,440,1,5
200,631.923,124.434,662,1,1
201,426.098,131.963,504,1,7
202,29.856,350.191,481,1,5
203,444.186,74.773,582,1,7
204,517.953,434.911,585,1,1
205,330.318,93.492,501,1,2
206,89.979,99.89,142,1,2
207,368.224,83.125,1096,1,2
208,368.832,354.848,615,1,4
209,260.46,243.822,535,0,5
210,257.16,281.057,563,0,5
211,435.975,303.594,403,1,5
212,403.572,402.153,404,1,5
213,403.135,307.952,593,0,5
214,324.64,316.004,630,0,4
215,526.519,373.04,595,0,1
216,613.238,177.157,614,1,1
217,349.595,361.018,514,1,4
218,368.648,321.579,701,0,4
219,466.888,218.478,603,1,3
220,209.759,90.274,251,1,2
221,194.894,145.771,259,0,6
222,544.417,304.86,287,1,1
223,606.673,393.79,326,1,1
224,336.544,378.734,603,0,4
225,598.466,375.537,572,0,1
226,40.381,148.068,198,1,6
227,217.701,69.131,357,1,2
228,623.314,416.785,272,0,1
229,309.383,352.445,570,1,4
230,79.311,284.883,455,0,5
231,151.525,100.473,295,1,2
232,576.857,319.356,840,0,1
233,220.875,78.13,275,1,2
234,119.989,91.217,209,0,2
235,315.948,355.893,541,1,4
236,346.31,345.015,510,1,4
237,426.153,292.544,457,1,5
238,440.258,101.383,619,1,7
239,247.342,162.661,517,0,6
240,659.093,306.937,411,0,9
241,324.884,170.819,390,1,6
242,66.556,173.719,282,1,6
243,571.239,104.255,977,-1,-1
244,210.753,253.786,454,1,5
245,637.758,346.758,297,1,9
246,603.079,404.594,292,1,1
247,74.905,410.269,445,0,5
248,229.238,179.165,540,1,6
249,512.989,248.855,470,1,3
250,183.525,168.171,217,1,6
251,528.344,223.133,401,1,3
252,571.421,153.628,328,1,3
253,322.878,181.177,508,1,6
254,208.624,105.845,257,1,2
255,257.718,412.965,624,0,5
256,191.508,423.797,581,1,5
257,544.467,205.031,402,1,3
258,183.649,69.686,331,0,2
259,269.046,415.209,503,1,5
260,657.117,452.665,101,0,1
261,341.696,375.323,559,0,4
262,113.269,397.283,294,1,5
263,632.65,178.971,727,0,1
264,253.363,93.762,295,0,2
265,521.94,319.312,343,0,1
266,512.971,346.678,240,1,1
267,242.242,70.84,297,1,2
268,343.147,94.479,812,0,2
269,667.14,364.033,277,0,9
270,156.89,150.131,213,0,6
271,173.426,425.682,536,1,5
272,462.585,46.923,614,0,7
273,205.884,183.193,350,0,6
274,582.677,215.259,669,0,3
275,321.801,253.264,398,0,5
276,517.665,70.058,509,1,7
277,257.065,103.918,368,1,2
278,443.222,101.128,674,0,7
279,261.802,258.219,361,1,5
280,377.427,277.387,623,0,5
281,637.023,204.921,557,1,1
282,613.469,239.093,670,0,1
283,288.195,413.504,454,1,5
284,583.867,453.853,323,0,1
285,549.936,207.559,336,1,3
286,163.863,272.688,506,1,5
287,535,155.746,583,0,3
288,330.765,363.646,544,1,4
289,665.755,327.567,310,1,9
290,152.292,347.649,403,1,8
291,337.131,362.059,484,1,4
292,631.011,443.962,171,1,1
293,245.642,426.362,634,1,5
294,95.161,416.28,347,1,5
295,376.446,211.813,1365,-1,-1
296,508.174,429.858,781,1,1
297,608.849,248.307,720,1,1
298,480.693,159.155,353,1,7
299,601.304,87.805,804,0,1
300,40.584,245.417,711,-1,-1
301,108.983,81.51,158,1,2
302,178.016,402.902,382,0,5
303,518.535,439.874,598,1,1
304,311.152,344.18,532,1,4
305,305.458,38.551,1355,0,2
306,275.853,415.116,462,1,5
307,271.557,391.985,1013,0,5
308,425.754,121.133,562,1,7
309,436.927,140.484,504,1,7
310,271.466,280.044,532,0,5
311,168.974,251.395,588,1,5
312,144.907,113.889,353,0,2
313,449.124,129.989,652,0,7
314,131.937,149.259,295,0,6
315,382.863,386.952,527,1,5
316,476.023,341.609,461,0,5
317,344.265,413.818,490,1,5
318,318.314,91.872,425,1,2
319,639.961,256.539,365,1,1
320,176.65,371.485,324,1,8
321,632.094,426.829,223,0,1
322,523.307,433.529,577,1,1
323,126.763,272.737,510,0,5
324,518.202,424.383,596,1,1
325,563.268,318.038,592,1,1
326,656.11,136.136,622,1,1
327,612.294,173.192,609,0,1
328,355.113,102.17,994,0,2
329,228.218,148.267,284,1,6
330,558.506,148.827,380,1,3
331,185.068,270.968,360,1,5
332,375.664,273.918,576,0,5
333,165.121,345.513,398,0,8
334,67.907,90.611,136,1,2
335,288.797,161.383,442,0,6
336,235.466,254.39,447,1,5
337,665.777,441.686,79,1,1
338,433.845,353.804,468,1,5
339,673.595,415.085,128,0,1
340,128.036,360.952,565,0,8
341,560.613,200.313,308,1,3
342,523.04,447.243,551,0,1
343,485.294,161.152,366,1,7
344,444.572,143.87,511,1,7
345,316.298,434.392,490,1,5
346,402.773,284.218,504,0,5
347,539.407,427.306,454,0,1
348,68.055,393.718,388,1,5
349,521.958,89.828,440,1,7
350,131.722,173.659,220,1,6
351,40.112,148.011,200,1,6
352,358.222,339.086,555,1,4
353,509.088,420.189,768,1,1
354,24.009,107.767,149,0,2
355,315.853,272.647,330,0,5
356,642.844,172.614,559,1,1
357,510.98,387.896,660,0,1
358,456.32,85.624,643,0,7
359,454.712,141.062,559,1,7
360,381.389,264.362,629,1,5
361,68.998,44.106,205,0,2
362,137.137,281.848,474,1,5
363,367.864,404.34,514,1,5
364,310.86,76.64,417,1,2
365,240.37,87.621,221,1,2
366,198.517,97.118,234,1,2
367,618.663,309.629,589,0,1
368,233.965,172.782,463,0,6
369,409.412,296.241,474,1,5
370,268.402,326.884,978,-1,-1
371,57.224,77.799,106,1,2
372,253.724,263.118,422,0,5
373,466.09,154.478,507,0,7
374,138.531,89.481,294,0,2
375,349.175,363.209,529,1,4
376,464.198,48.135,577,0,7
377,655.112,337.112,296,0,9
378,274.65,305.195,896,0,5
379,231.348,149.408,330,0,6
380,514.021,350.737,217,1,1
381,653.345,439.668,92,1,1
382,324.542,75.255,483,1,2
383,670.314,321.297,339,1,9
384,525.236,224.79,439,1,3
385,406.261,378.576,530,0,5
386,328.294,399.6,703,0,5
387,65.65,105.292,152,0,2
388,537.831,386.027,641,1,1
389,88.382,391.389,392,1,5
390,67.466,276.844,374,0,5
391,476.229,426.438,1370,0,1
392,229.302,94.68,220,1,2
393,78.622,92.777,130,1,2
394,290.497,99.793,512,1,2
395,153.878,372.266,442,1,8
396,557.546,183.663,387,1,3
397,30.152,302.263,547,1,5
398,438.149,359.138,412,1,5
399,440.808,333.632,473,1,5
400,534.401,191.018,775,0,3
401,36.111,299.347,557,0,5
402,84.956,163.597,281,1,6
403,639.867,306.737,392,0,9
404,144.095,75.677,298,1,2
405,454.323,71.045,501,1,7
406,259.006,108.686,415,1,2
407,249.354,183.114,615,0,6
408,302.552,283.863,427,0,5
409,541.993,430.812,376,0,1
410,328.027,258.385,311,1,5
411,218.354,98.038,241,1,2
412,659.577,101.894,714,0,1
413,210.802,171.526,280,1,6
414,57.031,170.727,290,0,6
415,258.354,160.106,517,0,6
416,535.715,214.517,443,0,3
417,548.895,353.427,689,1,1
418,600.762,262.49,694,1,1
419,138.191,369.528,498,0,8
420,238.824,217.366,1272,0,5
421,248.82,144.89,470,0,6
422,117.364,261.469,360,0,5
423,146.827,252.02,470,0,5
424,422.298,146.256,641,0,7
425,153.636,309.867,553,0,8
426,530.758,338.816,401,0,1
427,206.398,74.276,288,1,2
428,32.81,170.112,233,1,6
429,610.783,420.507,301,0,1
430,65.958,286.637,381,1,5
431,310.511,345.281,533,1,4
432,487.3,161.199,377,1,7
433,239.447,407.909,732,0,5
434,291.156,104.052,553,0,2
435,631.589,210.144,588,0,1
436,571.997,185.255,404,0,3
437,100.069,280.795,374,1,5
438,409.073,398.274,429,1,5
439,35.236,176.364,259,1,6
440,568.808,167.183,321,1,3
441,538.964,455.895,388,0,1
442,496.017,410.996,935,0,1
443,280.692,265.17,442,0,5
444,461.054,58.123,489,1,7
445,58.445,146.64,194,1,6
446,128.432,290.269,584,1,5
447,154.331,123.142,390,0,2
448,256.128,251.643,449,1,5
449,343.101,128.084,1007,0,2
450,39.912,150.513,219,1,6
451,666.825,430.519,98,1,1
452,21.462,77.294,63,0,2
453,63.834,407.371,488,1,5
454,647.169,171.828,565,1,1
455,217.671,124.708,375,0,2
456,601.317,184.681,587,0,1
457,354.292,352.268,572,0,4
458,97.968,29.37,453,0,2
459,7.798,335.318,699,0,5
460,337.036,356.35,491,1,4
461,70.635,409.332,473,0,5
462,52.622,289.037,472,0,5
463,606.389,374.336,537,0,1
464,681.163,433.358,66,0,1
465,683.671,422.505,91,0,1
466,552.332,170.765,450,0,3
467,604.735,150.861,536,0,1
468,233.996,72.876,310,0,2
469,643.42,175.624,588,1,1
470,137.784,402.6,352,0,5
471,489.923,156.907,429,0,7
472,312.424,430.181,437,1,5
473,272.369,30.91,1313,0,2
474,41.459,74.059,80,1,2
475,637.52,346.696,303,1,9
476,554.198,309.187,426,0,1
477,383.689,293.132,550,0,5
478,643.383,143.582,715,1,1
479,595.016,436.412,286,0,1
480,173.622,162.211,215,0,6
481,216.907,114.343,323,0,2
482,662.197,357.124,248,1,9
483,619.559,136.572,576,1,1
484,396.145,287.85,469,1,5
485,537.48,372.144,605,1,1
486,193.875,342.382,454,1,8
487,625.699,336.246,311,1,9
488,28.163,104.378,129,1,2
489,354.632,418.37,559,0,5
490,637.876,234.05,534,1,1
491,578.749,155.158,339,0,3
492,262.705,262.756,381,1,5
493,271.327,120.799,778,0,2
494,53.696,140.333,202,0,6
495,675.022,441.904,66,0,1
496,211.126,414.873,506,1,5
497,291.239,267.567,374,1,5
498,418.201,285.682,528,1,5
499,144.727,363.41,431,1,8
500,146.689,68.014,354,0,2
501,56.216,139.918,192,1,6
502,423.318,149.015,660,0,7
503,58.501,152.59,225,1,6
504,458.559,64.913,476,1,7
505,394.864,286.816,474,1,5
506,118.109,213.615,630,-1,-1
507,656.648,123.618,586,1,1
508,304.612,357.527,653,0,4
509,497.729,179.01,708,0,7
510,462.197,148.753,520,0,7
511,176.489,144.635,237,0,6
512,608.172,452.337,267,1,1
513,33.796,254.742,752,0,5
514,115.486,177.085,213,0,6
515,611.829,204.873,627,1,1
516,661.827,333.678,313,0,9
517,219.5,413.659,581,1,5
518,445.592,359.608,431,1,5
519,459.976,59.185,508,1,7
520,515.737,354.633,253,1,1
521,69.354,276.035,388,0,5
522,30.55,200.938,486,0,6
523,104.567,288.074,429,1,5
524,540.019,134.873,457,1,3
525,261.033,257.946,370,1,5
526,116.118,270.099,358,1,5
527,329.838,407.196,522,1,5
528,388.662,297.954,558,0,5
529,266.255,409.427,552,0,5
530,429.36,108.485,584,0,7
531,316.522,356.91,553,1,4
532,212.57,424.28,542,1,5
533,70.26,90.168,128,1,2
534,593.078,403.317,286,1,1
535,321.474,383.121,699,0,4
536,156.064,334.576,416,1,8
537,175.639,430.992,519,1,5
538,517.896,55.446,597,1,7
539,93.42,153.068,305,1,6
540,173.812,435.535,623,1,5
541,578.695,410.892,300,0,1
542,411.563,347.91,959,0,5
543,27.453,303.159,559,1,5
544,97.229,167.076,235,1,6
545,476.852,179.141,661,0,7
546,179.783,315.42,552,0,8
547,16.223,251.971,943,-1,-1
548,554.689,237.096,385,0,3
549,408.577,300.765,518,1,5
550,92.035,106.078,185,0,2
551,465.439,325.736,483,1,5
552,449.596,337.957,475,0,5
553,414.526,384.119,430,1,5
554,658.523,125.339,571,0,1
555,551.946,321.267,437,1,1
556,628.756,281.994,423,0,1
557,160.227,327.049,447,1,8
558,306.48,140.395,565,0,6
559,522.47,411.807,537,1,1
560,215.738,99.917,230,1,2
561,617.012,146.807,554,1,1
562,247.635,109.885,358,0,2
563,570.135,181.316,355,0,3
564,537.073,343.324,449,0,1
565,567.218,146.138,380,1,3
566,544.398,202.037,436,0,3
567,535.007,354.879,514,1,1
568,238.096,82.256,241,1,2
569,328.156,103.931,523,1,2
570,40.938,393.513,507,1,5
571,429.5,157.832,724,0,7
572,665.2,136.75,639,0,1
573,273.787,171.163,426,1,6
574,679.985,341.547,278,0,9
575,441.287,75.081,584,1,7
576,70.072,219.559,740,-1,-1
577,423.536,397.091,453,0,5
578,358.66,276.62,492,1,5
579,493.109,222.595,497,0,3
580,112.874,418.188,314,1,5
581,597.882,443.504,282,1,1
582,288.79,438.928,613,0,5
583,447.426,58.319,665,1,7
584,572.426,462.511,336,0,1
585,137.681,427.607,473,0,5
586,258.925,265.52,378,1,5
587,63.059,288.995,397,1,5
588,255.318,58.331,538,0,2
589,281.143,169.615,445,1,6
590,173.899,406.762,356,0,5
591,184.905,264.568,414,1,5
592,437.489,308.861,463,1,5
593,176.629,350.002,427,0,8
594,272.958,358.739,1033,0,4
595,188.836,417.103,506,1,5
596,635.245,103.795,696,0,1
597,332.428,252.471,402,0,5
598,575.153,166.685,306,0,3
599,28.911,99.315,105,1,2
600,639.626,144.366,690,1,1
601,487.129,71.482,517,1,7
602,303.843,139.387,565,0,6
603,618.075,456.074,246,0,1
604,624.702,413.612,292,0,1
605,154.881,421.634,392,1,5
606,176.866,371.907,340,1,8
607,620.955,248.047,608,0,1
608,72.603,49.364,204,0,2
609,188.618,96.299,236,0,2
610,684.414,242.655,938,0,1
611,29.804,307.135,524,1,5
612,117.4,225.276,688,0,5
613,472.289,170.258,485,1,7
614,382.581,419.315,552,1,5
615,555.84,182.672,413,1,3
616,339.92,320.062,667,1,4
617,548.48,416.314,379,1,1
618,124.597,113.79,339,0,2
619,156.771,296.41,632,0,8
620,154.258,164.54,214,0,6
621,331.934,363.894,533,1,4
622,270.472,438.174,501,1,5
623,565.86,459.454,307,0,1
624,279.12,163.332,356,1,6
625,439.257,74.561,593,1,7
626,625.301,232.053,621,0,1
627,639.199,142.088,686,0,1
628,549.066,385.597,586,1,1
629,365.874,366.732,724,0,4
630,377.141,33.03,1681,0,2
631,560.665,422.687,296,0,1
632,669.761,339.395,258,1,9
633,431.372,364.03,497,0,5
634,167.942,409.219,328,1,5
635,204.163,424.8,569,1,5
636,508.426,61.924,466,1,7
637,127.968,286.834,574,1,5
638,295.399,281.74,438,0,5
639,250.443,147.494,452,1,6
640,44.14,380.736,458,1,5
641,571.29,279.72,549,0,1
642,337.83,432.332,575,0,5
643,323.888,89.833,441,1,2
644,102.46,419.402,340,1,5
645,301.723,105.178,490,0,2
646,446.471,303.577,471,1,5
647,353.396,329.17,565,1,4
648,262.823,228.67,904,0,5
649,444.988,163.518,646,1,7
650,561.731,299.259,423,1,1
651,624.855,360.424,431,0,9
652,51.571,386.961,458,1,5
653,168.676,280.827,510,0,5
654,150.819,430.199,591,0,5
655,104.767,227.983,672,0,5
656,633.844,84.471,617,1,1
657,576.538,406.632,289,1,1
658,248.813,279.035,496,0,5
659,626.671,254.995,523,1,1
660,69.746,302.796,535,1,5
661,44.477,102.127,147,1,2
662,612.251,219.247,584,1,1
663,423.694,134.56,558,0,7
664,502.585,246.657,506,1,3
665,105.453,149.428,294,1,6
666,450.642,70.156,492,1,7
667,46.813,352.385,592,0,5
668,105.158,181.44,231,0,6
669,541.956,125.614,490,1,3
670,554.133,189.464,416,0,3
671,674.367,345.448,266,0,9
672,61.714,69.727,125,0,2
673,642.868,221.354,533,1,1
674,274.176,404.82,622,0,5
675,565.29,411.559,345,0,1
676,395.41,390.354,468,1,5
677,108.852,390.489,416,0,5
678,205.094,245.336,638,0,5
679,447.103,142.336,513,1,7
680,605.976,211.04,636,0,1
681,370.247,400.444,534,1,5
682,393.158,414.061,480,0,5
683,571.524,413.035,313,0,1
684,336.719,335.237,507,1,4
685,285.917,265.773,426,1,5
686,99.058,268.004,304,0,5
687,523.964,438.922,502,1,1
688,437.016,108.485,598,1,7
689,251.359,71.207,286,1,2
690,625.544,272.036,397,1,1
691,623.372,112.562,636,1,1
692,343.034,353.608,509,1,4
693,601.658,355.928,869,0,9
694,261.697,101.72,394,1,2
695,305.816,76.428,452,1,2
696,568.804,164.185,306,1,3
697,598.785,294.545,579,1,1
698,672.455,333.962,259,1,9
699,326.089,76.594,517,1,2
700,639.758,87.479,646,1,1
701,410.708,285.972,493,1,5
702,135.502,83.739,255,1,2
703,217.774,108.975,271,0,2
704,538.195,129.959,457,1,3
705,231.062,68.763,337,1,2
706,65.55,80.114,119,1,2
707,214.916,246.544,598,0,5
708,460.333,87.264,685,0,7
709,231.443,102.338,237,1,2
710,282.248,264.951,456,0,5
711,32.117,109.217,144,1,2
712,550.481,156.082,426,1,3
713,645.726,169.095,585,1,1
714,118.326,292.673,571,0,5
715,331.139,270.079,300,1,5
716,420.986,292.769,492,1,5
717,667.984,349.415,241,1,9
718,545.118,305.189,293,0,1
719,628.612,103.54,679,0,1
720,376.122,300.586,789,0,5
721,329.546,254.238,368,0,5
722,328.292,101.575,487,1,2
723,90.343,70.325,165,0,2
724,449.315,316.324,496,0,5
725,159.006,80.809,271,1,2
726,315.128,165.042,443,1,6
727,559.987,295.46,371,1,1
728,15.11,364.418,547,0,5
729,269.717,160.258,459,1,6
730,207.354,140.296,263,0,6
731,340.228,342.929,469,1,4
732,656.952,150.523,682,0,1
733,489.031,69.125,512,1,7
734,216.757,194.189,762,0,6
735,645.841,241.889,483,0,1
736,588.025,419.772,362,0,1
737,326.564,381.272,688,0,4
738,321.053,266.501,308,1,5
739,376.1,299.845,781,0,5
740,502.743,83.634,527,0,7
741,446.13,92.922,675,0,7
742,292.219,106.843,604,0,2
743,518.847,225.565,432,1,3
744,602.49,115.693,664,0,1
745,437.638,120.246,613,1,7
746,550.489,169.343,464,0,3
747,96.237,186.029,323,0,6
748,241.73,282.281,534,0,5
749,509.193,361.078,279,1,1
750,61.027,322.163,506,0,5
751,38.412,102.886,127,1,2
752,87.908,381.978,462,0,5
753,640.128,195.589,507,1,1
754,513.345,153.573,692,0,3
755,501.143,118.435,508,1,3
756,497.407,258.386,678,0,3
757,156.841,123.403,384,0,2
758,272.61,83.694,481,0,2
759,140.806,105.145,316,0,2
760,535.768,87.932,545,1,7
761,194.452,363.123,541,0,8
762,264.144,105.375,384,1,2
763,502.452,135.084,491,0,3
764,463.971,62.675,494,1,7
765,331.738,272.628,324,1,5
766,551.457,239.132,346,0,3
767,329.897,171.933,493,1,6
768,532.861,366.229,552,1,1
769,637.681,406.356,242,1,1
770,18.958,371.422,579,0,5
771,308.96,417.742,449,1,5
772,127.351,171.349,243,0,6
773,620.145,394.866,316,0,1
774,48.586,304.01,535,1,5
775,524.507,452.489,584,0,1
776,551.222,101.063,851,0,7
777,264.302,69.184,488,0,2
778,643.814,70.362,801,1,1
779,37.978,377.388,413,1,5
780,365.976,277.79,564,0,5
781,493.311,132.28,615,0,3
782,94.069,285.881,470,1,5
783,37.458,140.053,166,0,6
784,176.323,320.221,459,1,8
785,109.018,282.5,451,1,5
786,613.73,180.727,643,1,1
787,107.994,75.058,163,1,2
788,629.251,148.398,702,0,1
789,266.925,253.003,382,1,5
790,281.86,417.163,498,1,5
791,485.006,245.823,622,1,3
792,142.751,290.506,549,0,5
793,497.582,157.123,538,0,7
794,540.606,460.142,413,0,1
795,522.236,435.469,559,1,1
796,227.535,363.605,820,-1,-1
797,170.74,466.536,1524,0,5
798,558.076,183.121,380,1,3
799,32.217,383.8,505,1,5
800,536.621,448.563,343,0,1
801,654.087,465.033,117,0,1
802,614.035,212.439,645,1,1
803,231.649,64.663,391,0,2
804,158.962,88.723,271,0,2
805,125.739,418.416,306,1,5
806,600.872,260.058,765,1,1
807,223.71,276.232,486,0,5
808,318.38,316.39,597,0,4
809,118.478,389.856,415,0,5
810,44.774,160.513,283,0,6
811,65.628,76.131,118,1,2
812,261.427,467.022,1273,0,5
813,118.361,423.503,346,1,5
814,156.523,355.481,401,1,8
815,94.662,393.711,417,1,5
816,398.128,413.946,524,0,5
817,133.171,400.635,365,0,5
818,47.564,87.392,120,0,2
819,196.876,96.442,245,0,2
820,123.001,192.942,391,0,6
821,423.128,135.835,561,0,7
822,490.376,60.239,545,0,7
823,653.458,77.615,772,1,1
824,111.849,277.355,407,1,5
825,318.516,76.837,436,1,2
826,376.001,303.019,771,0,5
827,561.164,309.695,491,1,1
828,425.749,85.653,597,0,7
829,590.717,273.613,725,1,1
830,327.009,60.386,807,0,2
831,29.863,158.281,203,1,6
832,484.633,225.622,447,1,3
833,126.308,430.76,529,0,5
834,114.166,68.587,204,0,2
835,71.835,468.426,1941,0,5
836,649.948,333.168,281,1,9
837,615.64,148.389,555,1,1
838,301.065,72.014,546,0,2
839,301.921,271.081,316,1,5
840,349.999,267.61,313,1,5
841,33.428,138.069,199,1,6
842,271.533,53.356,832,0,2
843,568.922,217.769,388,0,3
844,176.647,175.237,204,1,6
845,162.91,380.567,428,0,8
846,578.552,176.176,417,0,3
847,306.348,328.488,629,0,4
848,406.476,376.235,538,0,5
849,354.042,271.24,355,1,5
850,359.97,140.151,1052,-1,-1
851,138.957,388.799,541,0,8
852,301.562,255.751,426,1,5
853,491.7,235.598,411,1,3
854,464.897,343.644,415,1,5
855,597.123,251.997,823,0,1
856,168.092,331.83,432,0,8
857,32.216,303.695,537,1,5
858,268.809,157.742,443,1,6
859,157.632,384.823,473,0,8
860,559.417,325.26,652,1,1
861,439.041,385.264,367,1,5
862,543.895,320.3,377,1,1
863,330.79,101.286,531,0,2
864,276.248,253.026,421,1,5
865,313.93,283.078,394,0,5
866,152.64,112.135,285,0,2
867,285.061,374.412,1201,0,4
868,301.042,143.709,506,0,6
