id,max_eps,min_eps,|rnn|,[knn],[rnn]
35,216.874,12.9904,36,[ 8697 5579 6574 6781 8392 819 4938 5828 1706 2106 4814 2592 6403 5771 4863 8536 1809 7865 5518 9843 6098 7469 7980 4995 5723 8896 1316 6456 5404 609 2146 8839 4614 1493 35 ],[ 9843 8392 5828 7865 5518 4995 9793 7980 1809 3280 6050 6574 2146 8839 1316 1493 4938 4614 5771 2886 1706 5404 6456 8896 609 7469 4438 2592 4814 5723 6098 4863 7408 819 4334 9228 ]
36,280.342,14.3203,25,[ 1574 9143 5969 1211 1685 5819 3560 7638 8848 3755 3427 3345 2842 8309 3167 6086 9919 9563 912 9599 6813 64 5792 9854 4716 7139 5662 1163 2351 9134 9024 4049 3870 3778 36 ],[ 6086 3427 9919 2842 3167 9854 1163 9134 4716 4049 3778 2351 9599 8309 3870 7139 3755 912 5792 9024 5662 64 6813 5819 9563 ]
37,255.791,15.5007,28,[ 1223 8678 9265 4369 2537 9486 286 3072 8136 3269 7630 6450 7160 619 1134 930 1675 5159 66 3694 8282 5567 8349 3898 9310 8713 5797 653 7804 7948 2276 4143 3273 6251 37 ],[ 1134 7160 1675 930 8282 7630 6450 7948 3898 2276 4143 3273 66 7804 653 3694 6251 5567 9310 3269 5159 8349 8713 3072 5797 619 2537 6780 ]
38,124.134,14.7786,30,[ 9204 9166 4130 4737 3034 83 9189 8845 8596 6884 6241 7563 5263 4609 9870 6337 9898 9180 1956 9809 3847 7238 6232 6843 6382 4178 9819 350 772 9119 3912 3066 1988 5704 38 ],[ 9189 6884 9870 6337 6241 9180 5263 4178 3912 6843 5704 3066 772 6382 1988 8845 9119 9819 350 4130 9809 6232 3847 7238 4609 1956 7563 9898 8596 9204 ]
39,496.318,42.0087,28,[ 2624 328 1944 2575 6356 1990 6998 7364 5807 630 8656 6380 29 9933 2766 6595 5721 9916 8964 207 2491 3690 3806 4742 9848 8540 6589 4691 1893 3801 3976 9050 3620 8683 39 ],[ 9916 2624 3806 7364 6380 1893 207 8656 8540 3801 630 2491 6595 3976 8683 9848 3620 9050 4691 3690 8964 5721 6998 29 9933 6589 4742 2766 ]
40,248.748,13.1245,39,[ 7084 1214 9011 4931 6264 7625 6561 6311 146 5580 7413 1620 1433 484 5046 7299 4074 528 8944 505 2769 5670 9181 9881 3296 4220 7711 477 1013 1937 6144 7159 7527 2677 40 ],[ 5270 6561 2769 5670 7625 1433 4931 7413 146 6147 739 1013 720 2677 7711 7159 826 9181 477 7299 4220 7527 1937 6144 6230 8944 505 9881 3296 5580 528 484 6311 5046 4074 3862 6264 1214 1620 ]
41,336.769,13.4135,30,[ 7840 9095 9344 2667 6667 3439 9760 9139 6587 5081 2948 6621 7613 166 194 388 7426 7715 7346 4036 4230 9473 4991 5562 5304 6459 4364 9440 8113 8807 2706 9616 7727 4013 41 ],[ 8856 9344 3439 7346 9473 4991 194 8807 166 9616 2706 4230 4013 7727 9760 388 5562 6621 4036 5304 8113 7715 9440 4364 6459 5081 7613 7426 9139 6587 ]
42,170.613,30.3951,15,[ 8338 3843 8024 6633 4324 2160 4357 9909 6421 4134 6578 7735 3319 7143 9692 4362 5839 2810 1742 2069 1521 6046 872 4979 1866 5075 4994 6062 5241 6218 5437 8922 1968 2540 42 ],[ 1866 6062 5437 4994 8922 6218 9519 2540 1968 5241 5075 4979 872 2810 6046 ]
43,161.903,11.5509,36,[ 5524 6683 1568 2954 3567 2131 1629 7548 8910 9255 8869 4321 9292 5070 6791 9948 8152 6268 8211 3277 4351 4901 7000 511 9359 1589 3988 5973 7905 4405 9515 3234 7301 7097 43 ],[ 5680 4157 3567 9292 6791 7000 511 9359 1629 6268 4405 8211 5973 9255 3277 7905 3234 8910 9948 3988 2131 7097 7301 6683 9515 1589 8152 4321 4351 4901 5070 7548 8869 1568 9761 1157 ]
44,329.873,12.8842,34,[ 990 8716 7626 2329 1909 3940 5914 1987 2393 2746 1377 2663 2174 3669 6978 5036 4428 3542 5622 1592 9485 2255 3306 2404 3800 4141 5429 8164 4618 9413 1305 579 2349 3547 44 ],[ 2883 1954 2746 6978 4428 2329 2255 3800 4141 2800 9485 3669 1592 3306 579 5429 3547 8164 5622 2174 9413 2349 1305 4618 2404 2663 5036 3542 1377 990 1987 7916 3940 8716 ]
45,279.39,13.3074,34,[ 8255 2197 1106 5285 7351 147 1067 894 6210 7896 6996 5343 6463 4836 3653 1059 6140 1759 6074 4665 7583 3283 5857 2002 5432 8023 3739 3411 8624 6221 697 1665 8505 6041 45 ],[ 2002 1059 4665 4836 5432 3739 6221 894 5857 1665 6195 697 8624 7896 8887 6041 4020 8505 7583 6074 8023 1759 3411 6140 6463 3283 3653 6996 5343 4408 973 1200 7528 1957 ]
46,306.502,12.7024,31,[ 5304 3772 5599 3778 5562 7760 9919 628 9134 4049 8113 6858 7562 3715 6877 1163 6396 4716 6086 9854 9440 4364 6459 2913 5081 7426 1685 6587 7613 3167 3427 2667 9139 1633 46 ],[ 5562 8113 9440 4364 6459 5081 7613 3715 3772 7426 628 2667 9139 6587 1633 7562 6086 3427 9919 3167 6396 2913 1685 9854 6877 1163 9134 4716 4049 3778 6858 ]
47,379.97,13.9559,35,[ 8441 6521 7738 8474 2612 6156 5297 5470 4261 2745 5618 4396 8515 3509 1793 2364 1213 3522 4856 3840 3312 6779 5365 676 2962 5268 2314 5287 9106 315 2679 5009 1676 5239 47 ],[ 9646 3334 8262 1332 6156 1645 5297 3522 2962 1213 315 1676 5239 3840 5287 3312 2364 5365 8441 5618 4856 4261 9106 5009 6779 8515 2612 5268 1793 2745 2314 3509 2679 676 4396 ]
48,223.315,24.7286,15,[ 187 9140 7800 1726 8885 5606 1962 7675 4577 1418 7096 6786 249 4338 5444 756 7523 9118 7885 2902 6229 4316 9660 2054 5454 2334 9423 2138 8081 8390 6881 3943 3618 7355 48 ],[ 7872 9778 2902 7885 1726 8390 3107 3943 2334 5444 3771 3214 3618 6881 7355 ]
49,180.013,14.4794,29,[ 4521 3332 9099 9836 1802 581 8568 1104 5540 9417 7248 8079 4937 33 3112 4975 6205 9792 9517 2153 5815 8183 5235 5409 7687 1383 7707 284 3991 6149 4032 6854 8569 1243 49 ],[ 9417 6205 1802 4937 33 4975 7687 5409 4001 5540 284 3991 8183 1383 9792 4032 7248 3112 6854 9517 1243 7707 8569 2153 5235 6149 8079 5815 1104 ]
50,416.573,13.7765,30,[ 5772 6271 2712 4808 8615 5512 4969 2317 5744 5717 1687 1808 4027 1465 5061 4288 3986 9498 4487 9223 879 1822 7752 4573 5739 8067 7424 2204 7329 345 5105 2630 472 8719 50 ],[ 9498 4969 5739 7329 1822 9223 7752 5105 1534 2204 472 6271 8719 5061 7424 4573 4487 8067 879 345 2630 1687 1465 4288 5512 5169 8615 1557 2600 1941 ]
51,392.141,15.6114,32,[ 8854 7273 3901 4943 2984 2567 1092 2681 1668 9703 517 8238 6924 1691 6042 9076 433 6690 9372 2229 8629 1607 2294 9038 2974 873 8336 4815 5490 6002 7335 1455 110 4576 51 ],[ 1030 1983 3664 7504 1561 2037 5600 4354 9076 8238 5490 4576 8336 4815 1455 1607 9038 110 6002 1691 873 6924 7335 6042 2974 2229 2294 8629 6690 433 9372 2681 ]
52,431.117,13.2706,42,[ 6735 1155 538 3154 4761 4069 1725 3650 3373 3696 3741 4115 5508 4214 5827 2925 3935 8078 901 8245 2473 1790 4050 1930 8313 2455 2116 2668 3305 7180 3311 5977 9943 636 52 ],[ 1725 1790 901 5827 3305 1512 1930 8245 4069 7180 8313 3373 9943 2455 2116 3154 3311 2925 2473 636 4050 5977 8078 2668 1155 4214 4115 3696 3935 5508 3741 3650 4761 538 276 9904 8472 6735 7598 3822 7326 3627 ]
53,141.074,13.1651,34,[ 9694 3163 2770 5394 1728 9316 9246 7708 9631 3289 1910 4472 9153 9257 2158 2230 7280 30 6718 4289 3911 2848 5217 4241 4244 9211 2402 5246 1010 7017 2347 3705 7741 539 53 ],[ 4116 1910 9257 2717 9246 8741 5246 9153 2602 9631 2347 9211 2402 7017 7280 3911 3705 7708 4472 7741 30 539 1010 5394 5452 4289 2230 2848 3289 2158 4241 5217 4244 6718 ]
54,263.419,13.9091,35,[ 6618 6240 5776 1900 380 4771 8653 1971 2152 1198 3783 5411 2173 6769 2394 4463 3997 7037 5720 8787 5198 266 8564 5462 5690 6923 1734 9536 1108 3052 2250 3596 1122 9796 54 ],[ 6800 3475 3776 5720 2173 1108 7169 2250 3052 6370 1122 5198 1558 125 5462 9796 1734 3596 3997 5690 9536 8787 6923 8653 2152 6769 8564 4463 2394 5411 266 7037 3783 1198 1971 ]
55,432.391,16.0591,32,[ 4876 1092 259 433 1896 2782 293 1458 529 2403 5561 2681 8684 9205 2738 7436 9063 5133 6664 6065 2795 9125 9959 3792 5910 4886 4800 1473 4284 255 4540 9626 948 6530 55 ],[ 8510 2229 6690 433 2681 7436 8684 5133 4284 1473 1896 3792 4800 1458 9959 948 5561 4540 255 2782 6530 9626 2795 4886 5910 293 2738 6065 9125 6664 9063 9205 ]
56,248.71,12.1619,33,[ 5192 4755 827 6911 3070 6525 232 8131 9715 1001 5208 2282 8902 7419 7104 5313 8266 2128 1858 923 1526 4322 1769 8681 8235 3874 8710 6077 5825 6302 1643 5929 6839 2415 56 ],[ 5313 923 1769 2128 8681 1001 1526 3874 6302 6077 1643 4322 5825 8710 2415 6839 9715 8235 5929 5208 8902 6525 3070 1858 8266 7419 232 2282 8131 7104 7055 6033 6195 ]
57,240.23,14.868,33,[ 2113 8386 4158 8913 9877 5028 8344 8214 8873 3144 6613 646 5557 6399 9580 3005 724 180 7443 3450 1209 2092 2358 9585 2264 6475 4086 1597 2584 4480 4068 2980 3337 2619 57 ],[ 646 5557 8913 8386 7443 1209 180 1597 2358 4086 724 4068 8873 2584 2619 3005 1946 6475 3337 9580 2092 2980 6399 6613 4480 2264 9585 3450 6466 3144 8344 9709 77 ]
58,320.503,12.7079,34,[ 1399 9844 7830 9412 2450 3682 3668 5731 3171 86 1708 9797 3232 1075 2026 6347 3479 554 4506 3455 927 8655 6736 7569 5498 1903 507 5920 5120 6519 2293 3302 1710 7515 58 ],[ 3171 6347 86 9797 2026 7830 4506 3479 2293 5920 5120 3668 927 5498 3455 8655 7515 7746 3302 7569 412 507 1075 1710 1399 554 1903 5233 6519 1708 6736 3232 5912 7863 ]
59,90.9508,17.5329,23,[ 4940 206 4767 1751 6022 8095 1307 6997 4881 6570 9158 8182 5439 994 9824 1779 5980 8542 9044 9704 5370 7269 3483 550 3291 7748 3237 6188 5737 7415 3149 2858 1570 8812 59 ],[ 4881 9824 5370 550 7748 8542 7269 9704 3483 6188 3149 9044 8812 7415 5737 3237 2858 1570 1779 3291 5980 8182 994 ]
60,264.119,12.1602,30,[ 7869 2353 7835 2380 2067 4187 4111 1931 7107 5131 6317 5689 8925 8752 1695 3095 3659 2907 7953 2709 2475 3645 7676 1826 426 4103 2516 7311 3488 8560 1876 5633 3445 564 60 ],[ 7058 8925 3095 4187 5689 6317 426 1826 4103 2907 1695 2516 3488 5633 3645 7311 8752 8560 564 7676 3445 7107 3659 1876 7953 2709 1931 2475 5131 2067 ]
61,205.426,14.4576,41,[ 6666 9768 6118 1482 5538 3421 3704 4711 9383 8449 2503 615 563 7782 341 4921 2472 4996 2071 670 2853 3744 436 798 396 3641 2260 3765 3794 5191 1863 9508 5083 7743 61 ],[ 5317 8513 2319 8833 3268 6118 615 670 9768 396 4921 798 2472 2071 2503 2260 5083 7743 9508 3704 5538 341 4711 9383 3744 563 8449 1863 5191 3794 3765 3641 7448 7782 436 3718 2853 4996 3421 4042 1482 ]
62,303.563,13.1607,38,[ 138 2008 1358 7474 9831 1133 9608 6282 3805 9798 6133 1423 7198 2193 5102 2968 6722 1415 2315 9784 5395 1380 7259 5000 1702 5495 7936 7064 6120 2356 3313 878 8133 2905 62 ],[ 2969 4871 1081 6085 7972 847 138 9831 9798 1415 2968 7259 1358 1380 2356 2315 1702 878 6282 6120 2193 7936 2905 8133 9784 3313 7064 5395 2008 7198 3805 5495 5102 5000 6722 1423 6133 9608 ]
