id,|eps_neighbourhood|,eps_neighbourhood
45,113,[ 45 16307 8268 3249 2168 18151 71 18683 16881 10518 1787 3341 12840 13897 9851 2214 11018 16968 3780 258 11511 2456 6281 8695 3933 18266 19008 9490 4921 3861 16700 6365 7583 14159 10229 18511 8909 2839 7098 7308 18314 10335 15668 8233 13828 8535 8861 1455 6901 13106 16796 5957 11031 17213 11345 10068 315 1393 18170 1697 8842 19298 9840 14325 18139 3768 18134 5060 13955 5006 7675 13394 9208 19364 8283 15519 17608 7191 6132 3207 16074 10636 13624 5444 13154 18384 3049 10005 10964 10298 19752 5097 12893 8981 8321 1362 1738 17295 16999 16691 8212 3657 11054 587 13132 725 8170 13516 4068 6849 18264 8080 18374 ]
46,19,[ 46 1214 1122 11726 14945 13246 7124 19489 17039 12704 18899 8736 3698 14054 762 19969 1671 12708 100 ]
47,7,[ 47 16239 9779 19223 12372 15732 15660 ]
48,38,[ 48 13487 12976 8053 3535 19514 17092 16783 10719 6042 16747 6846 6672 1855 13578 13885 19940 5039 13750 19122 1758 18391 4420 17399 8922 14653 10727 13825 4357 11073 5407 97 6276 18611 11206 5670 5498 12350 ]
49,53,[ 49 18731 13011 15357 5806 3046 10927 15352 11252 8676 6511 7341 3391 16432 18473 10792 10535 541 4941 19641 19169 15096 14207 8385 10455 9417 3721 14556 182 6737 14503 13194 16741 18826 4960 19214 10357 7243 9809 254 14017 10101 17869 15160 17501 6181 4738 7591 17060 5318 12853 12673 2692 ]
50,14,[ 50 15485 1992 2865 2171 5462 3588 19675 1251 6772 12418 12933 17374 12654 ]
51,48,[ 51 1154 12965 18977 4569 5304 19429 2960 13857 6257 17514 14747 17846 11467 7491 10373 10563 15405 7618 14668 6113 18721 16695 6591 5362 69 414 11014 1807 688 17637 11244 5646 3255 11321 3220 9739 19082 3794 7827 8746 7408 4428 15470 14370 11340 16954 16819 ]
52,15,[ 52 11669 2635 7862 244 15456 5268 17017 4797 4346 3258 9456 3272 9978 5822 ]
53,13,[ 53 10172 3061 8598 7766 1359 10260 2553 4259 11563 6294 4688 19193 ]
54,20,[ 54 9665 12908 1743 12035 8677 10948 817 14328 4378 1549 5561 17573 9355 3584 11485 15593 9857 1054 13554 ]
55,5,[ 55 2023 6900 344 17524 ]
56,35,[ 56 9021 148 15757 17742 13092 12190 17140 5257 7161 16109 3477 1568 11922 826 7432 8168 7244 489 13261 4681 10938 15425 10284 19241 3097 11435 2930 8034 5824 4214 1993 19449 12801 12001 ]
57,56,[ 57 1642 1545 12325 10070 16004 16266 13041 7593 4570 2126 9366 4717 5250 8377 9263 14108 11633 11904 7596 19654 13175 9681 6746 3056 5871 19572 1405 13228 18234 19089 4909 11095 4967 8289 9383 1814 10330 16762 16752 14014 18407 3351 14904 6554 6165 3494 14284 17948 12154 18009 5588 14584 1522 15887 5720 ]
58,53,[ 58 15849 3424 13806 5024 10407 13800 15018 17319 9878 13128 717 3128 7647 8449 7125 18019 9864 3398 19745 13756 15194 7330 18013 12593 7871 1511 4105 1899 8802 9572 2453 6424 13029 4763 9203 16939 3522 8851 3938 16463 7938 9634 17587 758 16757 680 2009 14680 2028 5282 14840 10022 ]
59,22,[ 59 7114 10750 11872 8213 6118 18260 14740 19644 17711 8206 7908 664 7276 12419 3937 4011 10170 9435 19560 19473 13087 ]
60,81,[ 60 106 7169 161 14920 7914 14289 3523 8419 1580 18748 11344 9164 2918 2360 17516 17106 4047 15310 8387 2620 786 7690 1032 12403 13817 15291 16619 12856 190 19475 5784 11309 5239 1051 8662 12338 6555 9786 19917 18488 619 3485 13537 3426 3406 19835 13532 3862 2689 7088 14238 4760 728 4603 18556 4108 14771 4262 19330 6101 990 4513 9197 19656 17762 16918 6188 11205 13820 15483 15950 10912 8957 12648 14069 9554 2536 2197 10198 8434 ]
61,7,[ 61 5565 8231 3642 8896 18808 5356 ]
62,12,[ 62 6802 4081 4260 9297 13145 5795 14741 10943 17751 12496 17694 ]
63,29,[ 63 1906 12612 6175 14523 5671 1664 4226 16425 18529 7945 14533 4080 3499 9678 10266 6314 12709 2672 9117 5781 14449 19750 11873 10449 19937 13064 15690 6509 ]
64,32,[ 64 8207 17181 946 10412 2347 16979 3638 3478 13785 14307 9632 7540 8260 15100 18688 16943 9370 10680 3216 9582 10223 15687 12975 726 1120 849 6769 17899 15486 7355 19679 ]
65,64,[ 65 9621 8150 15441 17019 8536 6779 1365 5641 13689 12044 19716 14758 10369 1290 7427 17085 6451 19303 14571 4656 8758 18222 3956 3263 15252 15473 16264 16303 6828 3393 15852 13600 14929 17564 10812 18139 8585 12716 6634 2970 2240 4178 5334 13032 10630 3622 19023 1500 9898 8080 3126 12093 17202 19254 9840 15402 4471 10468 12614 4092 15002 2544 13822 ]
66,4,[ 66 6894 13049 6565 ]
67,38,[ 67 9398 10819 9161 14130 1374 12007 2792 13738 17680 5557 10534 10148 898 18213 4203 4599 11965 13470 413 9708 4633 19488 2007 504 2499 11025 11717 11473 18922 2018 9439 1518 14651 1104 11750 11091 2923 ]
68,6,[ 68 12305 7769 7998 17414 12769 ]
69,35,[ 69 7618 14747 414 6257 19082 11340 14370 15405 6591 3794 13857 1154 12965 51 2910 18977 5304 14668 15470 3828 2144 7827 4569 11334 9739 18721 16954 8297 1807 10970 2960 8917 11467 4106 ]
70,100,[ 70 3702 728 1597 8662 39 17132 19403 9991 3630 13817 15950 6032 14020 14771 16678 186 16619 327 7578 2536 15264 12856 2741 4262 16511 2355 10345 5270 14238 13532 7508 12139 2440 3862 17756 17926 9786 11076 14250 1596 1607 14155 4064 17537 9939 14121 13142 6801 4889 2787 9693 9554 8733 15931 10826 4603 8957 5239 3446 13880 3844 10761 2118 1739 12346 0 8781 19310 6555 15092 7170 619 9184 14360 9675 7690 15483 11105 11248 2160 10768 17562 16566 19164 3406 445 4108 12286 11576 18119 19137 4513 15643 18488 1609 9612 2227 18900 3297 ]
71,74,[ 71 16307 3249 16968 45 258 3341 2168 16881 18683 11018 8233 8268 18151 12840 10518 17213 1787 11511 5957 18266 6281 10229 18511 2214 3861 14159 9851 18314 1697 8909 3933 8861 3780 8695 13828 1393 13897 4921 7308 13955 8842 5060 10335 7583 6365 3768 8321 19008 13394 7098 9490 1455 13106 16796 5024 8535 11031 2456 15668 6901 10068 7675 12893 9208 6914 17295 2839 2453 1362 18170 16700 19298 18134 ]
72,11,[ 72 949 13612 14444 4708 11876 7564 600 352 19842 4101 ]
73,24,[ 73 7177 19578 15115 4649 16415 19625 8988 11678 1533 9959 9965 10737 1994 2562 19471 10577 4839 13479 7801 893 505 8166 13151 ]
74,44,[ 74 10616 5526 10249 827 9423 12659 16904 17548 7859 2668 6544 18182 5576 1474 3593 7626 12598 10702 5042 13039 13906 8361 10529 10984 11917 17534 3808 14000 457 17618 11275 3361 12209 5832 13917 9065 19443 13114 6285 4528 12046 1131 19320 ]
75,2,[ 75 12415 ]
76,6,[ 76 8948 14042 9877 12495 19103 ]
77,10,[ 77 3524 18954 17076 19911 1901 14008 11119 3024 10642 ]
78,77,[ 12050 11573 1724 10862 78 6405 633 14812 6245 11349 10491 19428 5458 16036 8799 16122 10670 16082 5366 18487 1592 6942 10066 5240 15464 8086 4591 1606 1690 19934 13546 11268 1471 16256 3392 12435 4194 11833 11523 2640 16545 14405 13692 9846 989 9359 11764 2542 11026 14994 16696 3611 15042 2041 12561 15259 12783 7165 12122 12168 17419 6178 9501 10643 1884 6917 18596 18887 16143 10901 8793 12684 12841 7706 3380 14233 8184 ]
79,38,[ 79 4911 10368 7282 18866 17292 17712 103 3577 18138 2350 13381 9299 9613 17025 18219 2367 3230 11319 8828 2884 5704 11463 982 188 7738 11756 3934 5075 10545 9700 4001 17679 2841 8236 590 7574 6090 ]
80,6,[ 80 12814 262 17252 17936 4490 ]
81,45,[ 81 19499 12923 16646 8296 11947 9139 16867 10813 10089 3500 13956 14652 2241 19652 8335 6460 9676 751 19308 11257 17590 3512 937 10047 4894 13476 2578 2254 2032 14204 17478 11605 8176 15606 10452 18316 2992 18406 15077 15882 7393 9022 12694 3747 ]
82,3,[ 82 10918 8618 ]
83,113,[ 83 12790 5664 8000 9457 4043 6570 12496 17694 1896 7810 3883 15052 7360 11373 14912 3531 4943 16816 657 9378 11628 3130 94 7469 6066 14033 11182 10943 903 9499 11196 13687 18001 1073 19187 17751 19903 18108 18594 9089 9847 13891 4321 3526 2035 4407 7849 16164 2786 14539 4260 18261 5795 13729 8155 11846 7904 9911 10233 13592 15102 17664 1186 6827 18349 10269 14866 10040 3636 7823 12897 18863 10760 17104 13042 4359 8051 4383 11233 7705 13357 4298 3832 13145 4908 5501 2419 17595 16595 9436 11235 18303 14607 19812 9901 9239 15219 15135 7394 17995 4081 19773 7276 9534 2944 5403 10493 4055 5950 9672 1489 4971 ]
84,4,[ 84 7921 3631 12223 ]
85,19,[ 85 6850 9828 4554 15995 10183 19742 5908 2151 5580 18100 5262 19257 17097 13219 1381 2933 14037 13725 ]
86,48,[ 86 18788 3919 2997 11530 6064 18489 16140 14696 2432 17390 18327 4635 5700 17357 16213 16368 3334 10120 16525 11844 14011 8515 9077 8164 18877 4284 19167 11409 10969 1886 10274 3458 15188 11748 1096 662 17824 19895 5889 1325 7384 3428 17427 10955 2601 2844 11702 ]
87,111,[ 87 17433 5075 19695 11472 11128 9619 18996 2665 6090 12880 1376 7806 13273 8828 2569 159 4500 11791 1650 9375 19311 11319 9061 16839 19178 13641 2368 16961 6318 16276 6091 7738 8910 17329 19730 7350 188 3577 9662 4001 9636 18525 2919 15195 10545 4504 7464 1039 2197 1571 9257 18219 8046 15271 11433 19720 992 8838 15563 6014 6552 10384 17569 590 27 18138 18835 8831 8642 10997 3952 9231 17713 17292 3157 389 9910 11421 3853 16418 3540 16427 14083 18798 14497 4731 7490 12492 13058 19728 12331 19136 8901 19596 4242 7006 11156 10778 8610 5192 18975 18866 2551 14075 13820 12732 7198 11242 3127 15431 ]
88,97,[ 88 12239 13844 14245 14291 4140 2380 1273 17394 5159 3683 16202 14063 7304 496 11334 3619 787 4339 1971 11661 10414 7793 8658 15151 13004 4106 2193 11562 3375 17201 15648 13461 1299 819 15470 9195 14567 7605 11903 1196 11871 17934 3794 8448 19614 7639 429 458 10014 11174 5675 1031 17434 7238 863 12965 6443 4524 8297 18795 19082 19750 18755 11786 19135 2910 11688 4188 6315 7063 843 6837 6832 10909 19339 1472 10202 4569 508 8813 17924 14370 17637 9148 17136 14747 8612 3828 16989 6525 2799 11340 14824 9532 15633 18681 ]
89,37,[ 89 4596 1007 2167 7519 11299 8435 2185 7151 15547 683 1845 12125 13826 4022 11974 461 5441 19726 16712 17228 11937 4931 15253 5468 3285 11406 11424 19224 1917 19967 10849 10488 16323 3143 6729 15444 ]
90,24,[ 90 13306 358 14927 11849 9728 1859 1836 15108 10648 8943 7485 3405 12620 3254 926 9517 13718 6618 1315 11332 16269 18381 7467 ]
91,14,[ 91 17336 6247 8198 18045 14072 1262 940 11944 13792 7944 12317 596 8445 ]
92,38,[ 92 1666 5038 9539 2723 11569 6403 13319 5731 1913 18733 5098 18853 17161 5626 19913 3399 10751 11984 17880 4562 13224 7911 17652 7157 3035 19346 12064 14978 14749 17051 14308 4447 10611 10716 9758 17367 1182 ]
93,1,[ 93 ]
94,54,[ 94 14912 10760 7276 17664 9911 4043 18594 4908 83 8155 11373 1186 16816 11182 8000 11628 6570 3526 10233 569 10161 7394 11235 16164 10394 4971 7810 18001 12692 2915 5739 4407 1604 6066 5664 12790 11196 7887 19903 19773 10170 3531 7579 3665 3130 12897 1639 10750 7849 13415 9378 3636 12496 ]
95,9,[ 95 6729 5656 683 15547 18278 7271 6968 12125 ]
96,12,[ 96 15807 7800 2842 19404 16615 2418 17397 11537 7207 4774 17779 ]
97,32,[ 97 5670 10719 10727 8573 12976 3597 19875 17012 8032 8053 17513 6042 19514 13885 5036 17750 14231 5039 17112 524 6846 4420 18391 1758 1777 4302 17399 19512 48 14653 16783 ]
98,1,[ 98 ]
99,10,[ 99 19824 9610 3242 14764 8637 7375 3024 7541 11455 ]
100,14,[ 100 10167 9056 17813 12752 11521 2442 3507 6688 547 14935 10715 9099 46 ]
101,54,[ 101 7783 15616 1342 10428 13477 12090 7510 15803 4441 17067 11036 6302 13036 149 16621 17282 4940 4713 8531 4320 8498 10988 11561 19472 10657 1837 3651 14702 9887 1559 18444 3910 8927 2984 9585 6211 13907 5133 1232 13395 15502 8566 15174 10528 6680 18938 14936 9670 1064 10439 11650 11674 7524 ]
102,39,[ 102 1980 1925 2700 18168 3944 2730 13379 1544 12393 2942 15865 17198 12867 15029 7379 14351 7324 13453 14157 6730 11657 18415 2705 18818 14018 9883 14691 8894 3724 14975 16389 13916 16972 17904 7261 1844 5162 13217 ]
103,65,[ 103 10368 3934 17292 2841 10545 2367 188 8236 982 11756 6763 11319 17080 18866 11463 8828 19136 4911 7574 2350 18138 12880 3577 9299 6090 17712 5563 7282 3230 8838 13381 79 17433 590 7738 7806 18219 17025 2776 18257 5075 18976 10379 4001 2592 9613 19094 9215 9619 6027 19630 5704 8987 8046 9257 9662 4487 8462 19740 17764 8911 10106 10996 15544 ]
104,25,[ 104 16177 17718 12197 15076 7815 15341 11476 15465 9127 2369 16750 707 15630 11997 11123 8022 12107 17967 10181 17542 13496 18724 7156 5254 ]
105,4,[ 105 18764 9835 12611 ]
106,92,[ 106 60 7914 1580 7169 9164 18748 161 14920 8387 11344 4047 17106 14289 3523 8419 2360 7690 2918 8662 4513 19475 5784 17516 9786 15310 1051 5239 19330 16918 619 6555 12856 14771 13537 3862 16619 13532 4760 15483 728 18556 12403 3406 12137 1032 12648 13817 2620 4603 15291 3485 2197 8651 9163 1284 9910 19879 2308 11309 4262 7107 18488 12592 190 6101 19917 17762 12346 5990 14069 4108 786 15950 8957 7088 19835 3630 15431 12139 6667 5308 2448 11179 2689 13820 7483 2536 7508 11381 10912 8434 ]
107,5,[ 107 18728 1767 5312 15313 ]
108,113,[ 108 7889 8901 3540 2212 511 4436 13201 4491 19430 7198 19596 7006 8891 5008 17431 11898 389 13386 992 10384 18525 7620 8610 15563 16003 8910 6091 17329 6318 11710 16427 2592 19178 11421 19730 1790 13355 9902 11242 15057 12134 3127 4242 8227 6552 9257 5031 16839 5864 17433 2368 19017 4237 17713 7464 15195 19720 7790 12311 2776 4500 18257 188 18996 6090 2350 19094 6027 5563 16897 11788 3952 18370 18554 18304 7806 19630 17764 1376 1949 9215 7574 10379 8987 13273 19639 4487 11319 3407 10545 18976 19136 11963 15813 8828 3934 982 1172 17338 18744 18306 10997 8831 13641 8236 17570 11756 10106 19740 9619 3157 27 ]
109,72,[ 109 363 741 2280 19576 869 19371 9564 17410 19962 4388 16506 15542 8724 1805 13022 14390 2384 14717 2639 5530 15024 13749 18867 7380 11224 19348 14448 7623 18979 729 14897 17100 6952 9771 4661 10898 3536 4602 18109 16632 8415 17242 10968 19507 14445 281 13351 1308 15123 15184 9941 8333 19863 8803 1656 6994 8427 1857 3582 16735 10803 7269 3634 14347 14889 6837 4962 8160 4627 10909 6141 ]
110,5,[ 110 14900 1295 13911 16057 ]
111,23,[ 813 111 10753 17929 11133 18989 11946 12562 8584 6938 7753 14715 10410 12037 11770 2004 11837 10925 14895 9999 16551 7335 9800 ]
112,20,[ 112 17705 2515 9959 19682 19578 4148 19633 10112 13151 1778 14283 4649 3115 14830 3445 17484 460 8971 8189 ]
113,36,[ 2274 113 5916 9768 2979 12860 2031 19888 3455 13902 19928 16001 15655 13882 4980 1975 8700 3331 12693 6347 19251 3262 4489 13580 4348 18504 13160 15691 12237 9154 14842 568 12484 12575 11779 8288 ]
114,77,[ 114 342 8813 8840 11688 17434 5675 9532 863 7337 8285 3841 8064 9905 1196 6697 11397 10014 4602 18109 12714 12022 18066 3463 14445 13844 7605 11661 1269 8297 8415 19507 19863 4624 6839 15970 13266 15831 4188 1308 18814 4106 3683 2380 16319 17394 4248 12046 1714 6226 1060 281 7052 3021 13461 15041 3337 9148 456 16154 19347 17136 9862 10414 8612 17166 6916 7391 13351 9273 18309 19614 7063 1336 1273 13325 14713 ]
115,44,[ 115 19586 19435 9350 6098 7260 10464 19819 3818 8687 7989 18627 5760 13934 1753 19118 4614 16366 10623 6619 11664 12812 12863 2383 17736 6195 4755 5206 10011 13318 19497 19876 9145 13184 4017 6348 13622 16767 12981 16549 14546 13765 9217 17784 ]
116,3,[ 116 18629 5910 ]
117,61,[ 9486 117 15726 11829 3388 3400 17585 15661 2809 15380 4250 9165 545 7372 13354 1861 9869 4086 17540 13799 2134 17744 3481 15553 8030 13075 6471 10530 17734 13539 3796 7673 4653 16751 5220 4722 10304 10191 17248 8325 1590 17730 16336 16630 8137 11542 4646 14192 7364 12756 2625 6563 12647 755 16274 16802 3891 852 17459 10052 13921 ]
118,4,[ 118 18639 8023 12128 ]
119,6,[ 119 7113 1883 1675 17956 11940 ]
120,23,[ 120 18811 4544 6867 2266 14239 18580 12636 18878 18529 7382 12275 12709 18200 12957 11468 969 18498 7414 14523 19457 16929 5713 ]
121,3,[ 121 749 8998 ]
122,48,[ 122 7270 9473 7590 4843 15010 3834 13790 10236 2874 10952 17832 2064 15883 14306 5716 5775 3648 16437 17949 10 521 1254 6134 410 11928 4189 8589 10003 14947 2203 5401 7249 1864 2537 16516 6225 18836 4112 13218 9074 9303 12624 9411 8557 4749 12339 14961 ]
123,12,[ 123 10315 10781 5854 6346 6049 5655 13685 11862 11983 6083 9268 ]
124,6,[ 124 17909 3998 11004 17437 16532 ]
125,4,[ 125 1 17856 11986 ]
126,15,[ 126 1438 9222 9651 8088 2635 11669 15456 4346 9456 16849 19073 1356 7862 15770 ]
127,57,[ 127 7280 8368 10523 19648 15293 1771 11315 6664 14595 1856 10184 5345 3214 2431 3145 3863 2831 5082 16916 15976 8235 2823 5883 15611 17911 7976 15599 17302 11759 7086 14873 1936 17648 18921 7634 4734 7245 3324 1695 10572 12188 12444 605 9356 14540 11326 16227 8500 17977 8795 6810 19960 18481 11110 6820 4498 ]
128,51,[ 128 5677 3491 10248 17819 5572 9166 7515 16407 17650 3652 15675 13130 18705 5281 7696 10776 18186 16997 4699 15221 8252 10730 5630 6088 12262 4593 5050 5718 12725 16761 4492 18791 12026 16399 18024 16623 13581 16246 10524 8772 3997 18647 11176 1588 16736 13253 2877 17259 15632 19075 ]
129,13,[ 129 19868 16616 7430 4886 3650 9425 840 15035 8107 6079 6456 15783 ]
130,17,[ 130 15576 11380 14959 4480 14190 15520 17000 5009 6659 12527 10111 3323 6295 12439 10489 3503 ]
131,50,[ 131 1679 19351 13123 13903 16478 19837 5591 8962 9033 3914 8447 799 16144 15565 14184 19405 14127 5100 11865 15971 16689 3949 10594 14882 16510 9256 15053 10605 16899 14508 4329 16170 1008 13953 9487 7869 4165 18447 12753 12642 8807 12604 12416 12529 11615 11063 18528 5488 15153 ]
