id,|eps_neighbourhood|,eps_neighbourhood
21,58,[ 21 6876 19213 15725 8428 4373 2994 1397 9515 16660 16453 14917 18340 7431 12962 18886 3325 318 7513 3467 4694 14572 19058 15532 7422 1984 12855 2487 17364 12661 11390 12135 5170 850 14979 14687 14733 9686 16043 1077 5460 14853 19763 6937 16890 9292 18248 8222 18665 6048 7500 931 16080 4472 2480 18254 2393 5065 ]
22,80,[ 22 6202 16957 2231 3859 4160 11042 11560 8586 3236 1011 5733 805 1272 2647 1798 19317 2580 10858 8953 2782 4115 609 5110 15277 11274 15089 9135 15185 3722 17519 1378 15064 3343 11932 6274 14984 18176 914 18345 727 14124 6254 11431 480 7230 3967 14440 7135 18302 2722 16348 17971 5127 555 13259 6266 6622 18402 8832 12734 479 5609 18439 12251 2873 7512 1504 8697 9546 513 7693 18014 19583 14670 6986 8201 13602 19381 5892 ]
23,74,[ 23 17069 909 16372 8353 14925 13827 1832 13870 7353 6000 4073 15409 143 1612 13409 704 19398 9293 16613 15900 6176 19916 5092 3758 2335 11151 7150 1527 1326 11258 297 8272 5787 6748 13719 10496 13620 17053 2090 3501 1340 14695 6343 12511 2080 7461 4629 19339 7215 6315 1472 1871 1584 9627 16054 11333 12501 7594 11180 12039 3309 18329 408 12719 3238 17225 3964 4193 9427 3904 7149 248 6733 ]
24,2,[ 24 5114 ]
25,2,[ 25 15940 ]
26,27,[ 26 7697 734 5635 14358 1829 13531 15680 17474 14714 19638 11223 11339 11970 10388 1142 11082 4229 2885 16926 7585 14520 11101 17826 6625 14215 18036 ]
27,118,[ 27 11898 10997 19695 1376 18996 16839 16340 10384 19846 15195 7464 19720 19730 17329 19178 14083 11433 6091 13273 3540 2618 6237 4237 8910 389 15057 8227 8901 18525 15563 992 17433 16427 5031 6552 108 7889 2212 11421 19596 7006 7198 9375 4436 2368 19639 4242 11710 4500 9902 8610 11933 19291 16003 3127 5695 5864 5947 11242 19017 3157 8831 6318 4504 4731 18441 6014 14423 1650 19311 6090 4072 87 12492 16961 17713 7350 18835 16287 12097 9910 16276 5119 11472 16593 14075 12784 2950 15431 13641 9231 159 10153 1039 2665 2551 16342 15399 16418 15265 13369 11791 4424 8642 5193 1580 13820 5192 2149 7346 17604 3260 13135 11141 16962 12176 14287 ]
28,20,[ 28 12476 16011 19099 14629 12095 5891 9730 17731 11460 11920 19924 16065 14760 4671 16804 9879 7544 2305 8929 ]
29,16,[ 29 17838 5355 1843 13759 3935 13083 12866 13914 12910 13637 2769 203 15278 4474 2922 ]
30,26,[ 30 16044 14942 7112 14072 17279 596 1262 2311 10180 14161 11776 12807 17989 3299 9909 2523 12357 13792 8198 19887 8445 12317 6082 2371 3692 ]
31,77,[ 31 15085 3951 12970 17091 5695 2530 14976 13035 18306 2851 7326 15210 18003 16988 12607 2852 4866 3517 15540 1208 15983 16248 2353 12689 10201 2030 13153 236 11915 10175 4071 7359 16357 1839 10462 14053 8277 19291 11933 10893 1615 19344 3261 6596 7445 7973 5665 18657 10470 16460 5106 12266 5328 4090 19024 5429 5983 5673 3367 6222 10612 1621 440 16570 6237 1671 8563 18454 17857 8850 11126 11682 14201 16981 13510 15454 ]
32,8,[ 32 7365 1946 4300 6097 1670 11860 3365 ]
33,26,[ 33 8777 788 9720 10525 8192 9390 2173 6015 17584 16229 18957 3211 16152 2784 4977 19177 13635 2141 5848 18700 3643 1594 17337 19279 19620 ]
34,54,[ 34 5780 7284 439 3227 18807 519 15088 4299 12924 12584 6493 15886 4561 18850 11229 19840 16349 18432 6335 5102 8381 7421 17421 14251 13426 10010 9757 5502 2695 11838 2322 13550 14921 3835 3413 19212 17158 19771 1227 6056 17208 14795 5585 6149 14643 8967 7055 7079 6630 14869 14763 3763 13640 ]
35,4,[ 35 3001 8265 4827 ]
36,5,[ 36 9120 19873 10469 10103 ]
37,27,[ 37 3244 3740 2948 17171 5532 14783 15577 1578 4824 4854 13277 624 8526 5161 2437 302 16702 11780 13811 14049 6569 15183 9945 7257 7218 14471 ]
38,39,[ 38 18859 15581 788 9720 18198 9390 15197 11366 7883 15671 17584 14922 4130 697 7965 18957 4779 7479 5895 646 13679 13635 1813 9324 2141 19078 7205 18700 13125 17307 1791 1594 15094 6510 6699 16263 789 6808 ]
39,76,[ 39 9991 15643 2160 14020 2440 15264 6032 186 3297 1609 9612 13142 7508 3702 2227 1155 16678 19436 12341 6167 15156 11576 2118 18119 1130 16566 17209 14360 9184 19403 10826 6801 327 15483 17132 8733 1463 15931 18900 5270 0 11076 70 7578 12139 17 11248 1597 728 15950 2355 4064 14250 445 2536 3844 8662 3446 13880 17562 8315 3630 4262 4889 2741 12856 16511 10345 17926 17756 3862 13532 14771 14155 9786 ]
40,12,[ 40 2288 5466 19233 213 239 16237 17317 10783 4714 1683 702 ]
41,44,[ 41 1141 10600 6732 15453 1221 2087 10362 9992 12063 3010 1995 1301 19841 18179 1681 3480 586 5602 9633 16984 18565 19476 19385 7274 7679 12796 11116 17178 9588 13384 9485 16197 9777 11313 7614 1179 7838 6941 15555 10246 5132 2596 11451 ]
42,5,[ 42 18394 6378 16391 19666 ]
43,37,[ 43 482 17785 3217 4979 8306 14762 15391 19929 14679 2426 3385 3563 13085 3894 10232 6277 4696 15254 10351 13112 19700 3548 5979 8915 2968 2015 3825 15449 7627 18344 2117 2550 16452 8824 16078 18118 ]
44,10,[ 44 9319 2623 4070 476 13024 17414 11866 14023 14113 ]
45,113,[ 45 2168 3049 4068 13897 11018 16999 8080 12893 18683 3207 13624 18266 8695 16074 10636 18139 2456 9490 18384 17608 10229 1697 11511 7098 9840 5060 7191 8861 7583 3861 15519 10298 6281 11031 19364 8981 16691 10005 3933 13955 19298 18314 10068 13394 725 7308 6365 587 19008 4921 10335 6132 8909 18511 14159 17295 1362 18134 18151 11345 5006 8212 15668 1455 5957 2839 8283 3341 18374 19752 258 16968 315 14325 6901 8268 8233 3657 6849 16307 3249 8321 9851 2214 5097 5444 1787 18170 11054 12840 18264 8170 8535 13106 16881 1738 10518 71 13516 16700 13132 7675 9208 10964 13154 16796 17213 3780 13828 3768 1393 8842 ]
46,19,[ 46 1214 18899 17039 19489 11726 1671 13246 3698 12708 14945 14054 7124 19969 1122 100 12704 762 8736 ]
47,7,[ 47 16239 12372 9779 15732 15660 19223 ]
48,38,[ 48 13750 13487 5039 5498 6042 5407 17092 19122 16783 3535 12350 13578 13825 11073 4357 6276 19940 6672 16747 1855 8053 13885 18611 6846 11206 14653 19514 17399 1758 8922 10719 12976 18391 4420 97 10727 5670 ]
49,53,[ 49 14207 4941 18826 16432 3046 3721 15352 15357 17060 11252 5806 13011 6511 19214 7591 15160 182 10792 8385 19169 13194 6181 15096 16741 14503 10101 254 17501 10357 8676 10927 17869 10535 541 3391 7341 14556 18731 18473 6737 14017 4738 19641 9809 7243 9417 12853 2692 10455 12673 4960 5318 ]
50,14,[ 50 15485 2865 12418 5462 12654 12933 1251 1992 3588 19675 2171 17374 6772 ]
51,48,[ 51 7491 1154 11467 16954 11244 13857 414 3220 14668 14747 7827 69 15405 1807 15470 19082 7618 14370 11340 3794 18977 5646 6113 4428 6257 688 10373 17846 9739 8746 16695 5362 11014 16819 10563 17637 19429 6591 2960 12965 5304 17514 11321 4569 18721 3255 7408 ]
52,15,[ 52 9456 17017 2635 11669 4797 3258 4346 5268 5822 9978 244 3272 15456 7862 ]
53,13,[ 53 8598 1359 2553 10172 3061 6294 7766 4688 11563 4259 10260 19193 ]
54,20,[ 54 17573 12035 1743 15593 9665 14328 4378 817 8677 9857 11485 10948 5561 1054 12908 1549 13554 9355 3584 ]
55,5,[ 55 6900 2023 344 17524 ]
56,35,[ 56 2930 12801 5824 12001 1568 3477 7244 10938 9021 8168 17742 10284 13261 16109 826 19241 489 4681 11435 11922 7161 12190 5257 19449 15757 148 8034 13092 7432 17140 3097 4214 1993 15425 ]
57,56,[ 57 1522 16266 4717 12325 14108 11095 3351 10330 19572 4570 3056 9366 13228 8289 16004 18009 9263 7596 19654 6554 5871 9383 4967 6746 10070 5588 13041 11633 8377 18407 7593 2126 1405 3494 1642 1545 19089 9681 1814 6165 5250 16762 4909 13175 18234 11904 5720 14904 17948 14584 16752 12154 15887 14014 14284 ]
58,53,[ 58 13128 13806 15849 8449 7647 9878 4763 3398 3938 13756 17319 4105 13029 8851 1899 758 12593 6424 717 9634 5282 9864 16757 3128 10022 15018 7125 16939 3424 18019 15194 19745 1511 7871 9572 5024 10407 13800 9203 17587 18013 16463 680 2028 2453 7330 2009 8802 7938 14840 3522 14680 ]
59,22,[ 59 10170 8206 7908 11872 18260 19473 6118 19644 8213 664 14740 13087 9435 3937 10750 12419 7114 4011 19560 17711 7276 ]
60,81,[ 60 12856 15310 16918 7914 4262 3485 13817 16619 9554 13537 12403 8387 2918 8662 106 2536 8419 3523 17516 19330 15950 728 14920 161 19475 14069 17106 9164 4047 8957 17762 18748 7169 11344 2620 13820 1580 15483 2197 2360 4603 4513 12648 18556 619 9197 5784 3862 13532 14771 1032 14289 6101 14238 7690 19656 9786 4108 1051 786 4760 18488 2689 19835 3406 10912 190 15291 3426 7088 5239 990 6555 11205 11309 8434 12338 6188 19917 10198 ]
61,7,[ 61 5565 5356 8896 3642 8231 18808 ]
62,12,[ 62 14741 12496 17751 4260 4081 13145 17694 10943 5795 6802 9297 ]
63,29,[ 63 10266 19937 5781 4080 3499 4226 11873 19750 1906 6509 5671 1664 6175 14523 13064 16425 7945 9117 9678 18529 6314 12709 10449 12612 15690 14533 14449 2672 ]
64,32,[ 64 8260 17899 10412 17181 9370 16979 13785 3478 16943 6769 7355 15486 1120 8207 3216 946 2347 3638 7540 10680 18688 14307 9632 10223 12975 9582 15687 726 19679 15100 849 ]
65,64,[ 65 2544 2240 12716 10812 3263 17019 8536 6634 12614 6779 10369 8150 17564 4092 8758 4656 15002 8585 4178 19254 15402 17085 10630 16264 6828 13689 14929 15252 16303 5334 1500 9898 2970 10468 13822 14571 15852 3393 6451 12093 17202 5641 9621 7427 19716 3126 1290 4471 13032 19023 18222 3956 19303 3622 14758 15441 1365 13600 9840 12044 15473 18139 8080 ]
66,4,[ 66 6894 13049 6565 ]
67,38,[ 67 14651 14130 4203 19488 18213 17680 898 10148 11750 5557 11717 11473 2007 2499 11025 4633 9708 13470 9439 1374 1104 9398 2923 13738 12007 10534 2018 1518 9161 11965 504 10819 2792 11091 4599 413 18922 ]
68,6,[ 68 7998 17414 7769 12769 12305 ]
69,35,[ 69 15405 1807 15470 19082 7618 14370 11340 3794 8297 4106 2144 8917 11334 7827 14747 14668 10970 414 13857 16954 2910 11467 1154 51 3828 18977 6257 9739 6591 2960 12965 5304 4569 18721 ]
70,100,[ 70 15092 11076 0 9675 5270 18900 15931 8733 17132 10761 12346 19137 15483 327 6801 10826 19403 39 9991 15643 2160 14020 2440 15264 6032 186 11105 3297 1609 9612 4603 13142 7508 3702 4513 2227 16678 11576 2118 18119 619 16566 14360 9184 8957 10768 7578 12139 11248 1597 728 15950 2355 1739 4064 14250 445 2536 3844 8662 3446 13880 17562 9554 16619 13817 12286 3630 4262 4889 2741 12856 16511 1607 10345 17926 17756 8781 1596 3862 13532 14771 7170 19310 9693 14238 14155 14121 7690 9786 19164 9939 4108 2787 18488 3406 17537 5239 6555 ]
71,74,[ 71 10518 16881 13106 8535 12840 18170 1787 2214 9851 8321 3249 16307 8233 8268 6901 2453 16968 258 3341 2839 5957 1455 15668 6914 18151 45 2168 13897 11018 12893 18683 18266 8695 2456 9490 10229 1697 11511 5024 7098 5060 8861 7583 3861 6281 11031 3933 13955 19298 18314 10068 13394 7308 6365 19008 4921 10335 8909 18511 14159 17295 1362 18134 16700 7675 9208 16796 17213 3780 13828 3768 1393 8842 ]
72,11,[ 72 4708 13612 14444 949 7564 4101 600 11876 352 19842 ]
73,24,[ 73 4649 7177 13479 19578 1994 13151 9959 8166 16415 8988 1533 10737 15115 19625 11678 19471 9965 4839 893 2562 10577 7801 505 ]
74,44,[ 74 19443 5526 17618 7859 3593 6285 10529 8361 17548 5042 9065 10702 5832 9423 13039 1131 10249 11275 12046 10616 12598 18182 2668 827 12209 16904 17534 13114 6544 12659 14000 3808 11917 10984 4528 1474 13906 5576 3361 19320 7626 457 13917 ]
75,2,[ 75 12415 ]
76,6,[ 76 8948 14042 19103 9877 12495 ]
77,10,[ 77 14008 19911 11119 1901 3524 18954 17076 10642 3024 ]
78,77,[ 78 10491 633 11349 6245 14812 12561 9501 4194 11833 9846 13692 1690 19934 16256 12435 989 14405 6405 5366 4591 15464 10670 16122 18487 16036 16082 16143 8793 12684 12841 10901 1724 12050 11573 10862 8799 8086 10066 19428 11268 16545 2640 11523 1471 1606 13546 3392 6942 5458 1592 5240 11026 14994 9359 11764 2542 17419 16696 15042 18887 6917 18596 2041 12122 1884 3611 12783 15259 6178 12168 10643 7165 3380 14233 8184 7706 ]
79,38,[ 79 188 3577 10545 982 11756 10368 9299 2350 3934 18866 103 8236 9613 2841 2367 11463 590 7574 17292 4911 8828 11319 7282 7738 17712 17025 18138 4001 18219 6090 5704 2884 3230 13381 5075 17679 9700 ]
80,6,[ 80 12814 4490 17252 17936 262 ]
81,45,[ 81 16646 10089 8335 3500 12923 4894 11947 19308 9139 8296 2241 11257 19652 16867 3747 12694 9022 17478 18316 13956 19499 2254 10813 9676 3512 10047 751 14204 14652 2578 17590 7393 18406 6460 13476 2032 937 15077 10452 2992 11605 8176 15606 15882 ]
82,3,[ 82 8618 10918 ]
83,113,[ 83 10233 4260 4055 9499 17995 9901 9911 17664 2786 4081 17104 18108 7810 13145 13687 19187 10760 3130 3883 903 9534 7823 3531 1186 7469 8000 11233 6570 4298 17694 5664 9457 7394 13592 10269 17595 9847 11373 2419 7360 16816 16595 10943 11628 18349 11182 2035 9378 1896 14033 657 11196 4943 7849 4321 18863 10040 13042 1073 4383 9672 12897 14539 11846 13891 17751 19903 15135 5950 12496 4043 12790 18303 19773 14912 18261 13729 94 4908 6066 11235 19812 18001 3526 5403 15052 16164 9239 7904 14866 9089 5795 15102 8155 8051 4407 7705 13357 1489 15219 7276 2944 5501 10493 18594 14607 3832 4971 4359 6827 9436 3636 ]
84,4,[ 84 12223 3631 7921 ]
85,19,[ 85 5908 17097 2151 13725 6850 5580 19257 14037 4554 2933 15995 13219 10183 5262 9828 19742 1381 18100 ]
86,48,[ 86 7384 2844 10274 11530 11748 8515 18877 3458 17390 3428 3919 5700 2601 9077 19895 4284 10969 19167 18788 16525 4635 14011 16368 10955 11702 2432 16140 11409 17357 6064 18489 2997 5889 14696 17427 18327 11844 1096 10120 1886 16213 3334 1325 8164 662 17824 15188 ]
87,111,[ 87 6090 19311 1650 18219 6014 17569 4731 4504 2569 4001 3952 18138 6318 8831 3157 27 10997 8838 19695 9257 7738 1376 18996 11156 16839 10384 9619 15195 7464 19720 19730 17329 19178 11319 8828 12880 14083 11433 6091 17292 13273 188 3540 3577 8910 389 8901 18525 15563 992 17433 16427 10545 6552 8046 11421 19596 7006 7198 9375 18866 2368 4242 7806 4500 8610 3127 11242 590 19136 12492 3853 16961 17713 7350 18835 5075 9910 9662 16276 11472 14075 15431 13641 9231 159 11128 1039 2919 12331 2665 2551 1571 7490 16418 12732 9061 2197 11791 8642 18798 13820 5192 9636 15271 14497 13058 18975 10778 19728 ]
88,97,[ 88 13461 1971 2799 11174 13004 7793 18755 10202 6832 14291 14567 18795 19135 4524 7304 13844 19614 3375 17201 2193 16202 11871 458 14824 3683 15633 4188 17434 14747 1273 11334 14245 12239 5675 7063 17394 2380 15470 19082 6837 10909 1472 6315 19339 9148 7605 11688 9532 11903 10414 14370 11340 1196 11661 3794 10014 8612 8297 16989 863 8813 4106 2910 6525 3619 429 8658 11562 7238 11786 17934 3828 19750 1031 787 18681 4140 5159 819 15648 17924 496 843 508 1299 14063 17637 7639 12965 9195 4339 6443 15151 8448 4569 17136 ]
89,37,[ 89 2167 11974 19967 15253 5441 7519 12125 1845 4596 16712 1917 461 2185 1007 16323 10488 11406 10849 4022 19726 19224 17228 3143 7151 8435 11424 11937 15444 5468 4931 3285 11299 15547 683 13826 6729 ]
90,24,[ 90 18381 1836 13306 16269 1315 12620 3405 9517 7467 8943 1859 11849 11332 6618 7485 13718 9728 15108 358 10648 3254 14927 926 ]
91,14,[ 91 13792 940 7944 17336 14072 596 11944 1262 6247 18045 8198 8445 12317 ]
92,38,[ 92 14308 1666 4562 3035 5098 11984 3399 10716 6403 9539 2723 11569 10611 17161 13224 18853 1913 19913 5038 14749 9758 19346 1182 13319 17051 4447 17367 5626 18733 5731 17652 7157 14978 12064 17880 7911 10751 ]
93,1,[ 93 ]
94,54,[ 94 12692 10750 14912 19773 12790 4043 12496 19903 10170 12897 2915 83 10233 9911 17664 5739 7810 10760 3130 3531 1186 8000 6570 5664 7394 11373 16816 11628 11182 9378 11196 1639 7849 4908 6066 11235 7887 7579 18001 3526 569 16164 8155 10161 4407 7276 18594 13415 4971 10394 3665 1604 3636 ]
95,9,[ 95 18278 6968 683 15547 5656 12125 6729 7271 ]
96,12,[ 96 17397 11537 7800 7207 15807 17779 2418 2842 4774 16615 19404 ]
97,32,[ 97 8032 19512 14231 1777 17012 4420 18391 524 12976 17112 10719 1758 17399 19514 14653 6846 13885 8053 48 5039 6042 16783 19875 17513 8573 10727 3597 4302 5670 5036 17750 ]
98,1,[ 98 ]
99,10,[ 99 11455 19824 7375 8637 3024 9610 7541 3242 14764 ]
100,14,[ 100 11521 10715 17813 46 10167 12752 9056 6688 547 9099 3507 2442 14935 ]
101,54,[ 101 8927 12090 13477 15616 7510 15803 13036 10428 1232 7524 11674 14936 11650 1559 6302 18444 3651 6680 15174 16621 11036 17282 8531 4320 11561 19472 5133 14702 1064 4713 6211 13907 3910 2984 15502 9585 10528 7783 13395 1342 4940 4441 17067 149 10439 18938 8498 9887 10657 1837 8566 10988 9670 ]
102,39,[ 102 14157 14691 18415 8894 11657 17198 18818 1980 3944 9883 13916 13217 2700 16389 14018 12393 14351 1844 7261 2942 13379 5162 15029 1925 2705 17904 1544 16972 18168 7379 2730 12867 7324 15865 13453 14975 3724 6730 ]
103,65,[ 103 15544 8236 8462 9613 2841 7806 2367 11463 8911 590 7574 19136 18866 2592 19740 2776 3934 4487 18257 2350 6027 9299 8046 10368 11756 982 17080 10545 17433 19094 19630 9215 5563 6763 8987 3577 188 79 17292 4911 12880 10106 18976 8828 11319 9619 7282 7738 17712 9257 17025 8838 18138 10996 4001 10379 18219 6090 17764 5704 3230 13381 5075 9662 ]
104,25,[ 104 12197 17718 17542 707 16177 11997 5254 17967 15076 16750 9127 15465 15341 18724 15630 8022 7815 10181 13496 12107 2369 11123 7156 11476 ]
105,4,[ 105 18764 12611 9835 ]
106,92,[ 106 2536 8419 3523 17516 19330 15950 728 14920 161 19475 14069 17106 9164 12139 4047 8957 17762 18748 7169 11344 2620 13820 12346 1580 15483 5308 7107 2197 2448 9163 19879 2360 1284 4603 7508 11381 4513 12648 15431 7483 5990 9910 11179 18556 12137 619 8662 2918 8387 12403 13537 16619 13817 3485 3630 4262 7914 16918 15310 12856 8651 60 2308 6667 5784 3862 13532 14771 12592 1032 14289 6101 7690 9786 4108 1051 786 4760 18488 2689 19835 3406 10912 190 15291 7088 5239 6555 11309 8434 19917 ]
107,5,[ 107 1767 15313 18728 5312 ]
108,113,[ 108 6027 2350 7889 18257 16897 4487 2212 3934 11421 19596 2776 7006 7198 19740 11788 4436 2592 17431 3407 2368 511 19639 1172 8236 4242 11710 1949 7806 4500 9902 13386 4491 8610 16003 3127 13355 5864 11242 18370 19430 18306 13201 11963 7574 12134 19017 19136 1790 12311 8891 18304 11756 982 6552 5031 10545 16427 17433 19094 19630 9215 992 15563 18525 8901 8227 15057 389 5563 7620 8987 5008 8910 4237 7790 3540 188 13273 18554 6091 10106 18976 8828 11319 19178 17329 19730 19720 7464 15195 9619 10384 16839 18996 1376 9257 10997 11898 27 3157 17570 8831 6318 3952 10379 6090 17764 17713 15813 18744 13641 17338 ]
109,72,[ 109 18867 19863 363 8415 19576 741 2280 869 19348 13022 8724 15542 5530 13749 9564 19962 4388 17242 1805 7380 6952 19371 8333 2639 2384 17410 14390 6994 16632 16506 9771 1857 4627 8803 1656 3634 8427 10968 10898 17100 15184 9941 15123 6141 14889 16735 14347 8160 3536 7269 10803 18109 18979 14717 15024 7623 281 729 13351 3582 4661 11224 14897 1308 14448 19507 14445 4602 4962 10909 6837 ]
110,5,[ 110 14900 1295 13911 16057 ]
111,23,[ 111 813 11837 6938 12037 14895 11133 17929 2004 7335 11770 8584 9999 7753 14715 16551 10753 9800 18989 11946 12562 10925 10410 ]
112,20,[ 112 4148 9959 17705 2515 14830 13151 19682 10112 19633 19578 1778 8189 3445 4649 8971 17484 14283 460 3115 ]
113,36,[ 113 2274 9768 2031 4980 3331 13882 6347 5916 12860 2979 13902 3455 15655 16001 19928 1975 12693 8700 19888 19251 13160 3262 15691 4348 18504 4489 13580 568 9154 12484 12237 14842 12575 8288 11779 ]
114,77,[ 114 12046 7063 17394 2380 7052 9862 17166 3463 9148 4602 7605 11688 9532 16319 14445 19507 13325 10414 18814 1196 11661 1308 12022 10014 8612 8297 3841 13351 15041 8840 281 342 863 6226 8813 7391 4106 18109 4624 6839 19863 1269 8415 19347 7337 15970 18066 12714 3337 4248 8064 14713 11397 1336 3021 5675 1273 6916 16154 17434 4188 3683 19614 13844 6697 18309 8285 456 13461 1060 13266 1714 15831 9273 9905 17136 ]
115,44,[ 115 10464 7260 4017 13184 6195 16767 19586 6348 13934 4614 1753 10623 2383 17736 4755 12863 16549 6619 19118 3818 6098 19876 8687 9145 18627 16366 7989 12981 19435 5206 12812 10011 11664 9350 9217 13622 19497 13765 13318 19819 17784 14546 5760 ]
116,3,[ 116 18629 5910 ]
117,61,[ 117 13075 17744 9486 15726 2809 3400 3796 11829 545 7364 12756 4086 10304 2134 9869 15380 13354 15661 3388 7372 17585 9165 17540 4250 17730 1861 4722 4646 11542 8325 16630 3481 4653 16751 13799 13539 14192 7673 8030 15553 16274 5220 17248 17734 2625 852 10052 13921 755 3891 10191 8137 12647 1590 16336 10530 6471 17459 16802 6563 ]
118,4,[ 118 8023 18639 12128 ]
119,6,[ 119 1883 11940 17956 1675 7113 ]
120,23,[ 120 7382 18878 12636 11468 16929 12709 7414 18811 19457 18529 969 18498 4544 6867 5713 14523 14239 18580 2266 12275 18200 12957 ]
121,3,[ 121 8998 749 ]
122,48,[ 122 4112 17949 16437 4843 10952 10 9303 2537 7270 521 5716 10003 8589 10236 5401 14947 4189 9411 17832 2874 6225 3834 14306 4749 9473 11928 12624 3648 1864 2064 5775 15883 12339 7249 7590 8557 1254 9074 14961 18836 15010 13790 13218 16516 2203 410 6134 ]
123,12,[ 123 11862 11983 6083 9268 13685 6049 6346 10315 5854 5655 10781 ]
124,6,[ 124 3998 17909 11004 16532 17437 ]
125,4,[ 125 1 11986 17856 ]
126,15,[ 126 7862 16849 15456 9651 9456 2635 9222 11669 4346 1356 15770 1438 8088 19073 ]
127,57,[ 127 4498 19648 7634 8795 10572 5345 7280 18481 11315 1856 17302 3214 10523 5883 2823 19960 1936 15599 2431 14873 2831 4734 15976 14540 18921 15611 17977 8235 17911 12188 8500 11759 7086 17648 12444 7976 605 1695 7245 6810 16227 11326 11110 3324 6664 6820 14595 8368 15293 3145 10184 3863 9356 5082 16916 1771 ]
128,51,[ 128 16623 12725 16407 18705 16997 16399 12026 4492 18791 16761 7515 5718 4699 6088 15632 5630 17650 9166 17819 2877 19075 12262 18647 10524 10730 5677 13581 11176 1588 17259 4593 8252 15675 10776 18024 15221 7696 5050 13130 3491 10248 8772 18186 16736 5572 3652 3997 5281 13253 16246 ]
129,13,[ 129 15035 19868 6456 8107 7430 4886 16616 3650 6079 9425 15783 840 ]
130,17,[ 130 14190 4480 12527 14959 10489 6295 15576 15520 3503 17000 11380 3323 12439 10111 6659 5009 ]
131,50,[ 131 8447 13123 3914 5591 5488 8962 11615 3949 16478 13953 1679 4329 1008 12642 14508 12416 18528 5100 15153 10594 11865 11063 15053 13903 14882 12529 16170 14184 799 4165 18447 10605 19405 14127 9033 19837 12604 7869 12753 16689 15565 15971 16144 16510 19351 9256 16899 9487 8807 ]
